"year","bildungsniveau","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median","NA"
"1999","(Fach-)Abitur","48.87","31.5","77","13","23","56","123","281","38.51","59.23","1","281","26","38",""
"1999","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"1999","AkademikerIn","48.73","35","148","8","13","72","111","205","41.15","56.31","1","215","26","36",""
"1999","Hauptschule","56.35","40.5","265","10","18","74","101","256","49.49","63.21","1","614","26","40",""
"1999","Realschule","49.25","40.5","247","8","15","70","97","256","41.85","56.65","1","511","26","37",""
"2000","(Fach-)Abitur","50.67","37","170","8","15","66","102","205","42.99","58.35","1","358","26","41",""
"2000","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2000","AkademikerIn","57.82","40.5","350","8","20","75","128","256","51.21","64.43","1","501","33","41",""
"2000","Hauptschule","55.32","40.5","475","9","15","77","118","258","50.51","60.13","1","511","31","41",""
"2000","Realschule","50.66","35.5","492","7","15","69","102","256","46.2","55.12","1","383","28","36",""
"2001","(Fach-)Abitur","45.28","32.5","179","10","15","61","94","166","38.41","52.15","1","460","26","36",""
"2001","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2001","AkademikerIn","50.27","35.5","321","8","15","66","118","217","44.27","56.27","1","463","28","41",""
"2001","Hauptschule","47.81","38.5","436","8","15","66","102","186","43.57","52.05","1","460","26","38",""
"2001","Realschule","49.24","35.5","462","6","14","66","102","271","45.12","53.36","1","348","26","36",""
"2002","(Fach-)Abitur","45.4","32.5","227","8","15","60","93","250","39.09","51.71","1","290","30","44",""
"2002","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2002","AkademikerIn","58.1","44.5","466","10","20","80","120","300","52.16","64.04","1","510","43","50",""
"2002","Hauptschule","50.03","34","492","10","15","70","100","200","44.86","55.2","2","636","30","40",""
"2002","Realschule","49.58","34.5","567","8","15","67","100","250","45.12","54.04","1","500","30","40",""
"2003","(Fach-)Abitur","48.34","28.5","219","9","13","64","130","200","42.08","54.6","1","320","30","42",""
"2003","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2003","AkademikerIn","53.94","39.5","434","7","16","73","120","250","47.72","60.16","1","600","40","50",""
"2003","Hauptschule","52.75","33.5","476","8","15","69","103","250","47.61","57.89","1","776","28","40",""
"2003","Realschule","50.7","37.5","560","6","14","70","100","280","46.43","54.97","1","400","30","40",""
