"year","alter_gr","migback","mean","median","n","lower_confidence","upper_confidence"
"2004","16-34 Jahre alt","direkter Migrationshintergrund","4.69","5","578","4.47","4.91"
"2004","16-34 Jahre alt","indirekter Migrationshintergrund","4.63","5","602","4.42","4.84"
"2004","16-34 Jahre alt","kein Migrationshintergrund ","5.2","5","4126","5.12","5.28"
"2004","35-65 Jahre alt","direkter Migrationshintergrund","4.79","5","1481","4.66","4.92"
"2004","35-65 Jahre alt","indirekter Migrationshintergrund","5.45","5","143","5.02","5.88"
"2004","35-65 Jahre alt","kein Migrationshintergrund ","5.61","6","10252","5.56","5.66"
"2004","66 und älter","direkter Migrationshintergrund","5.63","5.66","357","5.37","5.89"
"2004","66 und älter","indirekter Migrationshintergrund","","","","",""
"2004","66 und älter","kein Migrationshintergrund ","6.15","6","3374","6.07","6.23"
"2005","16-34 Jahre alt","direkter Migrationshintergrund","4.26","4","500","4","4.52"
"2005","16-34 Jahre alt","indirekter Migrationshintergrund","4.75","5","610","4.52","4.98"
"2005","16-34 Jahre alt","kein Migrationshintergrund ","5.15","5","3895","5.06","5.24"
"2005","35-65 Jahre alt","direkter Migrationshintergrund","4.72","5","1397","4.58","4.86"
"2005","35-65 Jahre alt","indirekter Migrationshintergrund","5.5","6","150","5.09","5.91"
"2005","35-65 Jahre alt","kein Migrationshintergrund ","5.62","6","9759","5.57","5.67"
"2005","66 und älter","direkter Migrationshintergrund","5.54","6","365","5.28","5.8"
"2005","66 und älter","indirekter Migrationshintergrund","","","","",""
"2005","66 und älter","kein Migrationshintergrund ","6.29","7","3372","6.21","6.37"
"2006","16-34 Jahre alt","direkter Migrationshintergrund","4.57","5","500","4.32","4.82"
"2006","16-34 Jahre alt","indirekter Migrationshintergrund","4.83","5","586","4.61","5.05"
"2006","16-34 Jahre alt","kein Migrationshintergrund ","5.28","5","3825","5.19","5.37"
"2006","35-65 Jahre alt","direkter Migrationshintergrund","4.74","5","1386","4.6","4.88"
"2006","35-65 Jahre alt","indirekter Migrationshintergrund","5.32","6","173","4.91","5.73"
"2006","35-65 Jahre alt","kein Migrationshintergrund ","5.61","6","10530","5.56","5.66"
"2006","66 und älter","direkter Migrationshintergrund","5.23","5","387","4.98","5.48"
"2006","66 und älter","indirekter Migrationshintergrund","","","","",""
"2006","66 und älter","kein Migrationshintergrund ","6.12","6","4006","6.05","6.19"
"2007","16-34 Jahre alt","direkter Migrationshintergrund","4.53","5","415","4.25","4.81"
"2007","16-34 Jahre alt","indirekter Migrationshintergrund","4.83","5","546","4.6","5.06"
"2007","16-34 Jahre alt","kein Migrationshintergrund ","5.4","6","3522","5.31","5.49"
"2007","35-65 Jahre alt","direkter Migrationshintergrund","4.62","5","1248","4.48","4.76"
"2007","35-65 Jahre alt","indirekter Migrationshintergrund","5.4","6","181","4.99","5.81"
"2007","35-65 Jahre alt","kein Migrationshintergrund ","5.55","6","9784","5.5","5.6"
"2007","66 und älter","direkter Migrationshintergrund","5.16","5","377","4.91","5.41"
"2007","66 und älter","indirekter Migrationshintergrund","","","","",""
"2007","66 und älter","kein Migrationshintergrund ","6.06","6","3944","5.98","6.14"
"2008","16-34 Jahre alt","direkter Migrationshintergrund","4.71","5","346","4.41","5.01"
"2008","16-34 Jahre alt","indirekter Migrationshintergrund","4.9","5","535","4.67","5.13"
"2008","16-34 Jahre alt","kein Migrationshintergrund ","5.4","6","3268","5.31","5.49"
"2008","35-65 Jahre alt","direkter Migrationshintergrund","4.84","5","1121","4.69","4.99"
"2008","35-65 Jahre alt","indirekter Migrationshintergrund","5.64","6","189","5.27","6.01"
"2008","35-65 Jahre alt","kein Migrationshintergrund ","5.65","6","9130","5.6","5.7"
"2008","66 und älter","direkter Migrationshintergrund","5.06","5","369","4.81","5.31"
"2008","66 und älter","indirekter Migrationshintergrund","","","","",""
"2008","66 und älter","kein Migrationshintergrund ","6.12","6","3917","6.05","6.19"
"2009","16-34 Jahre alt","direkter Migrationshintergrund","4.71","5","289","4.38","5.04"
"2009","16-34 Jahre alt","indirekter Migrationshintergrund","4.84","5","498","4.6","5.08"
"2009","16-34 Jahre alt","kein Migrationshintergrund ","5.5","6","3064","5.41","5.59"
"2009","35-65 Jahre alt","direkter Migrationshintergrund","4.78","5","1000","4.62","4.94"
"2009","35-65 Jahre alt","indirekter Migrationshintergrund","5.8","6","185","5.41","6.19"
"2009","35-65 Jahre alt","kein Migrationshintergrund ","5.71","6","8521","5.66","5.76"
"2009","66 und älter","direkter Migrationshintergrund","5.13","5","334","4.86","5.4"
"2009","66 und älter","indirekter Migrationshintergrund","","","","",""
"2009","66 und älter","kein Migrationshintergrund ","6.17","7","3828","6.09","6.25"
"2010","16-34 Jahre alt","direkter Migrationshintergrund","5.17","6","903","4.98","5.36"
"2010","16-34 Jahre alt","indirekter Migrationshintergrund","4.75","5","717","4.53","4.97"
"2010","16-34 Jahre alt","kein Migrationshintergrund ","5.68","6","4730","5.6","5.76"
"2010","35-65 Jahre alt","direkter Migrationshintergrund","4.82","5","1619","4.68","4.96"
"2010","35-65 Jahre alt","indirekter Migrationshintergrund","5.62","6","373","5.33","5.91"
"2010","35-65 Jahre alt","kein Migrationshintergrund ","5.83","6","11145","5.78","5.88"
"2010","66 und älter","direkter Migrationshintergrund","5.38","5","315","5.11","5.65"
"2010","66 und älter","indirekter Migrationshintergrund","","","","",""
"2010","66 und älter","kein Migrationshintergrund ","6.29","7","3701","6.22","6.36"
"2011","16-34 Jahre alt","direkter Migrationshintergrund","5.6","6","716","5.39","5.81"
"2011","16-34 Jahre alt","indirekter Migrationshintergrund","5.33","6","680","5.11","5.55"
"2011","16-34 Jahre alt","kein Migrationshintergrund ","5.81","6","4568","5.73","5.89"
"2011","35-65 Jahre alt","direkter Migrationshintergrund","5.34","5","1641","5.21","5.47"
"2011","35-65 Jahre alt","indirekter Migrationshintergrund","5.76","6","457","5.51","6.01"
"2011","35-65 Jahre alt","kein Migrationshintergrund ","6.02","7","12463","5.97","6.07"
"2011","66 und älter","direkter Migrationshintergrund","5.33","5","353","5.06","5.6"
