year,age_gr,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,unter 18 J.,kein Migrationshintergrund,,,,,,,,,,,,
1984,unter 18 J.,direkter Migrationshintergrund,,,,,,,,,,,,
1984,unter 18 J.,indirekter Migrationshintergrund,,,,,,,,,,,,
1984,18-29 J.,kein Migrationshintergrund,,,,,,,,,,,,
1984,18-29 J.,direkter Migrationshintergrund,,,,,,,,,,,,
1984,18-29 J.,indirekter Migrationshintergrund,,,,,,,,,,,,
1984,30-45 J.,kein Migrationshintergrund,,,,,,,,,,,,
1984,30-45 J.,direkter Migrationshintergrund,,,,,,,,,,,,
1984,30-45 J.,indirekter Migrationshintergrund,,,,,,,,,,,,
1984,46-65 J.,kein Migrationshintergrund,,,,,,,,,,,,
1984,46-65 J.,direkter Migrationshintergrund,,,,,,,,,,,,
1984,46-65 J.,indirekter Migrationshintergrund,,,,,,,,,,,,
1984,66 und älter,kein Migrationshintergrund,,,,,,,,,,,,
1984,66 und älter,direkter Migrationshintergrund,,,,,,,,,,,,
1984,66 und älter,indirekter Migrationshintergrund,,,,,,,,,,,,
1985,unter 18 J.,kein Migrationshintergrund,,,,,,,,,,,,
1985,unter 18 J.,direkter Migrationshintergrund,,,,,,,,,,,,
1985,unter 18 J.,indirekter Migrationshintergrund,,,,,,,,,,,,
1985,18-29 J.,kein Migrationshintergrund,,,,,,,,,,,,
1985,18-29 J.,direkter Migrationshintergrund,,,,,,,,,,,,
1985,18-29 J.,indirekter Migrationshintergrund,,,,,,,,,,,,
1985,30-45 J.,kein Migrationshintergrund,,,,,,,,,,,,
1985,30-45 J.,direkter Migrationshintergrund,,,,,,,,,,,,
1985,30-45 J.,indirekter Migrationshintergrund,,,,,,,,,,,,
1985,46-65 J.,kein Migrationshintergrund,,,,,,,,,,,,
1985,46-65 J.,direkter Migrationshintergrund,,,,,,,,,,,,
1985,46-65 J.,indirekter Migrationshintergrund,,,,,,,,,,,,
1985,66 und älter,kein Migrationshintergrund,,,,,,,,,,,,
1985,66 und älter,direkter Migrationshintergrund,,,,,,,,,,,,
1985,66 und älter,indirekter Migrationshintergrund,,,,,,,,,,,,
1986,unter 18 J.,kein Migrationshintergrund,,,,,,,,,,,,
1986,unter 18 J.,direkter Migrationshintergrund,,,,,,,,,,,,
1986,unter 18 J.,indirekter Migrationshintergrund,,,,,,,,,,,,
1986,18-29 J.,kein Migrationshintergrund,1308,5.677858439058305,5.352065120491352,6.003651757625258,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0
