year,quintil_oecd,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,1st Quintile,West,,,,,,,,,,,,
1984,2nd Quintile,West,,,,,,,,,,,,
1984,3rd Quintile,West,,,,,,,,,,,,
1984,4th Quintile,West,,,,,,,,,,,,
1984,5th Quintile,West,,,,,,,,,,,,
1985,1st Quintile,West,,,,,,,,,,,,
1985,2nd Quintile,West,,,,,,,,,,,,
1985,3rd Quintile,West,,,,,,,,,,,,
1985,4th Quintile,West,,,,,,,,,,,,
1985,5th Quintile,West,,,,,,,,,,,,
1986,1st Quintile,West,766,4.870228702820889,4.41908803413457,5.321369371507207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,2nd Quintile,West,1059,5.6822438798854265,5.310292096721067,6.054195663049786,0.0,0.0,6.0,0.0,15.0,0.0,0.0,0.0
1986,3rd Quintile,West,1301,5.539920425393288,5.223591945067639,5.856248905718937,0.0,0.0,6.0,0.0,15.0,0.0,0.0,0.0
1986,4th Quintile,West,1508,6.808342483656999,6.481178404175446,7.135506563138551,0.0,0.0,8.529104769039767,0.0,21.32276192259942,0.0,0.0,0.0
1986,5th Quintile,West,1519,7.139652759816961,6.776193232279292,7.5031122873546305,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1987,1st Quintile,West,,,,,,,,,,,,
1987,2nd Quintile,West,,,,,,,,,,,,
1987,3rd Quintile,West,,,,,,,,,,,,
1987,4th Quintile,West,,,,,,,,,,,,
1987,5th Quintile,West,,,,,,,,,,,,
1988,1st Quintile,West,730,5.319767307740532,4.859115858957217,5.780418756523847,0.0,0.0,3.3983814536637413,0.0,8.495953634159353,0.0,0.0,0.0
1988,2nd Quintile,West,1041,5.728587438022616,5.3516248757063805,6.105550000338851,0.0,0.0,6.0,0.0,15.0,0.0,0.0,0.0
1988,3rd Quintile,West,1235,4.949097220602169,4.657499786682829,5.2406946545215085,0.0,0.0,5.0,0.0,12.5,0.0,0.0,0.0
1988,4th Quintile,West,1393,7.001490506790261,6.643698152545241,7.359282861035281,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1988,5th Quintile,West,1443,7.901824128241557,7.5192320768909715,8.284416179592144,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1989,1st Quintile,West,740,5.0064873337965325,4.562741635163278,5.450233032429787,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0
1989,2nd Quintile,West,1051,5.976622679752094,5.585763272152549,6.367482087351638,0.0,0.0,6.0,0.0,15.0,0.0,0.0,0.0
1989,3rd Quintile,West,1190,7.039143571848216,6.639186054667057,7.439101089029375,0.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0
1989,4th Quintile,West,1399,6.892218638292054,6.5501689033983626,7.234268373185745,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1989,5th Quintile,West,1370,8.74323840531061,8.323358108168383,9.163118702452836,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1990,1st Quintile,West,741,4.810701546763917,4.415717850987026,5.205685242540808,0.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0
1990,2nd Quintile,West,1021,6.887891101888474,6.462405482720937,7.313376721056011,0.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0
1990,3rd Quintile,West,1195,6.534854056996088,6.15571039849205,6.913997715500126,0.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0
1990,4th Quintile,West,1354,6.979442661164984,6.634838316411141,7.3240470059188265,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1990,5th Quintile,West,1345,8.616510721129277,8.224797474409094,9.00822396784946,0.0,0.0,11.0,0.0,27.5,0.0,0.0,0.0
1991,1st Quintile,West,742,4.706105659755598,4.296600147027893,5.115611172483303,0.0,0.0,5.0,0.0,12.5,0.0,0.0,0.0
1991,2nd Quintile,West,1059,6.864343072915662,6.46563071746214,7.263055428369183,0.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0
1991,3rd Quintile,West,1196,7.4478079286816055,7.055789838563535,7.839826018799676,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1991,4th Quintile,West,1353,7.370331853081745,7.0143389060384465,7.7263248001250435,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1991,5th Quintile,West,1386,10.016439285925916,9.559732711050954,10.473145860800878,0.0,0.0,14.0,0.0,35.0,0.0,0.0,0.0
1992,1st Quintile,West,398,5.695047861580316,5.1145251150708635,6.275570608089769,0.0,0.0,6.0,0.0,15.0,0.0,0.0,0.0
