year,migback,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,No migration background,Urban regions,,,,,,,,,,,,
1985,No migration background,Rural regions,,,,,,,,,,,,
1985,Direct migration background,Urban regions,,,,,,,,,,,,
1985,Direct migration background,Rural regions,,,,,,,,,,,,
1985,Indirect migration background,Urban regions,,,,,,,,,,,,
1985,Indirect migration background,Rural regions,,,,,,,,,,,,
1986,No migration background,Urban regions,,,,,,,,,,,,
1986,No migration background,Rural regions,,,,,,,,,,,,
1986,Direct migration background,Urban regions,,,,,,,,,,,,
1986,Direct migration background,Rural regions,,,,,,,,,,,,
1986,Indirect migration background,Urban regions,,,,,,,,,,,,
1986,Indirect migration background,Rural regions,,,,,,,,,,,,
1987,No migration background,Urban regions,,,,,,,,,,,,
1987,No migration background,Rural regions,,,,,,,,,,,,
1987,Direct migration background,Urban regions,,,,,,,,,,,,
1987,Direct migration background,Rural regions,,,,,,,,,,,,
1987,Indirect migration background,Urban regions,,,,,,,,,,,,
1987,Indirect migration background,Rural regions,,,,,,,,,,,,
1988,No migration background,Urban regions,,,,,,,,,,,,
1988,No migration background,Rural regions,,,,,,,,,,,,
1988,Direct migration background,Urban regions,,,,,,,,,,,,
1988,Direct migration background,Rural regions,,,,,,,,,,,,
1988,Indirect migration background,Urban regions,,,,,,,,,,,,
1988,Indirect migration background,Rural regions,,,,,,,,,,,,
1989,No migration background,Urban regions,,,,,,,,,,,,
1989,No migration background,Rural regions,,,,,,,,,,,,
1989,Direct migration background,Urban regions,,,,,,,,,,,,
1989,Direct migration background,Rural regions,,,,,,,,,,,,
1989,Indirect migration background,Urban regions,,,,,,,,,,,,
1989,Indirect migration background,Rural regions,,,,,,,,,,,,
1990,No migration background,Urban regions,,,,,,,,,,,,
1990,No migration background,Rural regions,,,,,,,,,,,,
1990,Direct migration background,Urban regions,,,,,,,,,,,,
1990,Direct migration background,Rural regions,,,,,,,,,,,,
1990,Indirect migration background,Urban regions,,,,,,,,,,,,
1990,Indirect migration background,Rural regions,,,,,,,,,,,,
1991,No migration background,Urban regions,,,,,,,,,,,,
1991,No migration background,Rural regions,,,,,,,,,,,,
1991,Direct migration background,Urban regions,,,,,,,,,,,,
1991,Direct migration background,Rural regions,,,,,,,,,,,,
1991,Indirect migration background,Urban regions,,,,,,,,,,,,
1991,Indirect migration background,Rural regions,,,,,,,,,,,,
1992,No migration background,Urban regions,,,,,,,,,,,,
1992,No migration background,Rural regions,,,,,,,,,,,,
1992,Direct migration background,Urban regions,,,,,,,,,,,,
1992,Direct migration background,Rural regions,,,,,,,,,,,,
1992,Indirect migration background,Urban regions,,,,,,,,,,,,
1992,Indirect migration background,Rural regions,,,,,,,,,,,,
1993,No migration background,Urban regions,,,,,,,,,,,,
1993,No migration background,Rural regions,,,,,,,,,,,,
1993,Direct migration background,Urban regions,,,,,,,,,,,,
1993,Direct migration background,Rural regions,,,,,,,,,,,,
1993,Indirect migration background,Urban regions,,,,,,,,,,,,
1993,Indirect migration background,Rural regions,,,,,,,,,,,,
1994,No migration background,Urban regions,,,,,,,,,,,,
1994,No migration background,Rural regions,,,,,,,,,,,,
1994,Direct migration background,Urban regions,,,,,,,,,,,,
1994,Direct migration background,Rural regions,,,,,,,,,,,,
1994,Indirect migration background,Urban regions,,,,,,,,,,,,
1994,Indirect migration background,Rural regions,,,,,,,,,,,,
1995,No migration background,Urban regions,,,,,,,,,,,,
1995,No migration background,Rural regions,,,,,,,,,,,,
1995,Direct migration background,Urban regions,,,,,,,,,,,,
1995,Direct migration background,Rural regions,,,,,,,,,,,,
1995,Indirect migration background,Urban regions,,,,,,,,,,,,
1995,Indirect migration background,Rural regions,,,,,,,,,,,,
1996,No migration background,Urban regions,,,,,,,,,,,,
1996,No migration background,Rural regions,,,,,,,,,,,,
1996,Direct migration background,Urban regions,,,,,,,,,,,,
1996,Direct migration background,Rural regions,,,,,,,,,,,,
1996,Indirect migration background,Urban regions,,,,,,,,,,,,
1996,Indirect migration background,Rural regions,,,,,,,,,,,,
1997,No migration background,Urban regions,,,,,,,,,,,,
1997,No migration background,Rural regions,,,,,,,,,,,,
1997,Direct migration background,Urban regions,,,,,,,,,,,,
1997,Direct migration background,Rural regions,,,,,,,,,,,,
1997,Indirect migration background,Urban regions,,,,,,,,,,,,
1997,Indirect migration background,Rural regions,,,,,,,,,,,,
1998,No migration background,Urban regions,,,,,,,,,,,,
1998,No migration background,Rural regions,,,,,,,,,,,,
1998,Direct migration background,Urban regions,,,,,,,,,,,,
1998,Direct migration background,Rural regions,,,,,,,,,,,,
1998,Indirect migration background,Urban regions,,,,,,,,,,,,
1998,Indirect migration background,Rural regions,,,,,,,,,,,,
1999,No migration background,Urban regions,,,,,,,,,,,,
1999,No migration background,Rural regions,,,,,,,,,,,,
1999,Direct migration background,Urban regions,,,,,,,,,,,,
1999,Direct migration background,Rural regions,,,,,,,,,,,,
1999,Indirect migration background,Urban regions,,,,,,,,,,,,
1999,Indirect migration background,Rural regions,,,,,,,,,,,,
2000,No migration background,Urban regions,,,,,,,,,,,,
2000,No migration background,Rural regions,,,,,,,,,,,,
2000,Direct migration background,Urban regions,,,,,,,,,,,,
2000,Direct migration background,Rural regions,,,,,,,,,,,,
2000,Indirect migration background,Urban regions,,,,,,,,,,,,
2000,Indirect migration background,Rural regions,,,,,,,,,,,,
2001,No migration background,Urban regions,,,,,,,,,,,,
2001,No migration background,Rural regions,,,,,,,,,,,,
2001,Direct migration background,Urban regions,,,,,,,,,,,,
2001,Direct migration background,Rural regions,,,,,,,,,,,,
2001,Indirect migration background,Urban regions,,,,,,,,,,,,
2001,Indirect migration background,Rural regions,,,,,,,,,,,,
2002,No migration background,Urban regions,12192,74.84582780632729,74.71570441085723,74.97595120179736,64.0,74.0,84.0,35.0,114.0,74.0,73.0,75.0
2002,No migration background,Rural regions,7092,75.18504255688269,75.02134549792561,75.34873961583978,65.0,75.0,84.0,36.5,112.5,75.0,75.0,76.0
2002,Direct migration background,Urban regions,2296,73.25431741075198,72.98281680059719,73.52581802090677,63.0,73.0,81.02678738275299,39.0,108.06696845688246,73.0,72.0,74.0
2002,Direct migration background,Rural regions,488,73.8306025147582,73.22418042833492,74.43702460118148,63.0,73.0,83.0,40.0,113.0,73.0,71.0,76.0
2002,Indirect migration background,Urban regions,664,70.15929371334839,69.62557327603474,70.69301415066204,60.0,70.0,80.0,36.0,110.0,70.0,70.0,73.025
2002,Indirect migration background,Rural regions,99,67.41587700029471,66.25883072225612,68.5729232783333,60.0,67.0,78.0,45.0,105.0,67.0,61.0,71.0
2003,No migration background,Urban regions,,,,,,,,,,,,
2003,No migration background,Rural regions,,,,,,,,,,,,
2003,Direct migration background,Urban regions,,,,,,,,,,,,
2003,Direct migration background,Rural regions,,,,,,,,,,,,
2003,Indirect migration background,Urban regions,,,,,,,,,,,,
2003,Indirect migration background,Rural regions,,,,,,,,,,,,
2004,No migration background,Urban regions,11462,75.42551126105144,75.2878602608746,75.56316226122829,65.0,74.0,85.0,35.0,115.0,74.0,73.0,74.0
2004,No migration background,Rural regions,6627,75.89823361820994,75.72114584219739,76.0753213942225,65.0,75.0,85.0,37.0,115.0,75.0,75.0,75.0
2004,Direct migration background,Urban regions,2068,73.98571175929361,73.69702350663948,74.27440001194773,64.0,74.0,82.0,37.0,109.0,74.0,73.0,75.0
2004,Direct migration background,Rural regions,441,74.27046818584022,73.58964235746771,74.95129401421272,63.0,74.0,85.0,38.0,118.0,74.0,73.0,78.0
2004,Indirect migration background,Urban regions,665,71.06409041556336,70.55857951147796,71.56960131964875,60.0,70.0,80.0,39.0,110.0,70.0,68.0,72.0
2004,Indirect migration background,Rural regions,114,72.93063466875667,71.81311200047423,74.0481573370391,64.071995831453,73.88346929339302,80.0,42.0,103.89200625282051,74.0,71.0,78.0
2005,No migration background,Urban regions,,,,,,,,,,,,
2005,No migration background,Rural regions,,,,,,,,,,,,
2005,Direct migration background,Urban regions,,,,,,,,,,,,
2005,Direct migration background,Rural regions,,,,,,,,,,,,
2005,Indirect migration background,Urban regions,,,,,,,,,,,,
2005,Indirect migration background,Rural regions,,,,,,,,,,,,
2006,No migration background,Urban regions,11826,75.9428513000384,75.80297454563315,76.08272805444365,65.0,75.0,85.0,35.0,115.0,75.0,75.0,76.0
2006,No migration background,Rural regions,7014,76.93898957764472,76.76239050397795,77.11558865131148,65.0,75.0,85.0,37.0,115.0,75.0,74.0,75.0
2006,Direct migration background,Urban regions,1943,74.70528077184956,74.39863550143892,75.0119260422602,65.0,75.0,84.0,42.0,112.5,75.0,75.0,77.0
2006,Direct migration background,Rural regions,431,74.4098950336696,73.68725985376348,75.13253021357572,63.0,73.0,84.0,35.0,115.5,73.0,71.0,76.0
2006,Indirect migration background,Urban regions,714,72.23472987392283,71.72370667903789,72.74575306880777,61.0,70.0,81.0,39.0,111.0,70.0,66.975,70.0
2006,Indirect migration background,Rural regions,129,73.30530751320732,72.04411068690965,74.566504339505,63.0,74.0,83.17725841388491,40.0,113.44314603471229,74.0,68.0,83.0
2007,No migration background,Urban regions,,,,,,,,,,,,
2007,No migration background,Rural regions,,,,,,,,,,,,
2007,Direct migration background,Urban regions,,,,,,,,,,,,
2007,Direct migration background,Rural regions,,,,,,,,,,,,
2007,Indirect migration background,Urban regions,,,,,,,,,,,,
2007,Indirect migration background,Rural regions,,,,,,,,,,,,
2008,No migration background,Urban regions,10452,76.64299331866215,76.48844179010817,76.79754484721613,65.0,75.0,85.0,36.0,115.0,75.0,75.0,75.0
2008,No migration background,Rural regions,6199,77.64853875997284,77.45663684863652,77.84044067130915,66.0,76.0,87.0,35.0,118.5,76.0,75.0,77.0
2008,Direct migration background,Urban regions,1547,75.24782326506543,74.88575962069018,75.60988690944069,65.0,75.0,84.0,40.0,112.5,75.0,75.0,76.0
2008,Direct migration background,Rural regions,350,75.85518349593434,74.97611557087878,76.7342514209899,64.0,75.0,85.0,35.0,116.5,75.0,74.0,78.0
2008,Indirect migration background,Urban regions,690,72.99693003609595,72.45207064202619,73.54178943016571,62.0,72.0,83.0,40.0,114.5,72.0,69.0,74.0
2008,Indirect migration background,Rural regions,124,72.5567705213754,71.34644877223955,73.76709227051124,60.71008541099575,72.0,83.76239353228473,45.0,117.0,72.0,64.0,76.0
2009,No migration background,Urban regions,,,,,,,,,,,,
2009,No migration background,Rural regions,,,,,,,,,,,,
2009,Direct migration background,Urban regions,,,,,,,,,,,,
2009,Direct migration background,Rural regions,,,,,,,,,,,,
2009,Indirect migration background,Urban regions,,,,,,,,,,,,
2009,Indirect migration background,Rural regions,,,,,,,,,,,,
2010,No migration background,Urban regions,9222,77.33914735397879,77.16468886672642,77.51360584123115,65.0,75.0,86.0,36.0,117.5,75.0,75.0,75.0
2010,No migration background,Rural regions,5416,78.32249350639431,78.11307613136835,78.53191088142027,66.0,77.0,89.0,31.5,123.5,77.0,76.0,78.0
2010,Direct migration background,Urban regions,1187,75.23704602953488,74.82673441456515,75.64735764450461,65.0,75.0,85.0,40.0,115.0,75.0,75.0,76.0
2010,Direct migration background,Rural regions,283,75.1815211236015,74.22399996225789,76.1390422849451,62.48329750793708,73.49996966693591,85.0,35.0,118.77505373809439,73.0,68.0,76.0
2010,Indirect migration background,Urban regions,607,74.48768513931299,73.84408311371882,75.13128716490715,62.0,72.0,85.0,39.0,119.5,72.0,67.0,74.0
2010,Indirect migration background,Rural regions,115,76.19474413981092,74.79237275902722,77.59711552059463,64.49491652144211,76.0,85.0,46.0,115.0,76.0,69.0,81.025
2011,No migration background,Urban regions,,,,,,,,,,,,
2011,No migration background,Rural regions,,,,,,,,,,,,
2011,Direct migration background,Urban regions,,,,,,,,,,,,
2011,Direct migration background,Rural regions,,,,,,,,,,,,
2011,Indirect migration background,Urban regions,,,,,,,,,,,,
2011,Indirect migration background,Rural regions,,,,,,,,,,,,
