year,hlf0613,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2016,Yes,0.5800733496332519,16419,0.5725239764285338,0.5876227228379699
2016,No,0.41992665036674814,16419,0.41237727716203015,0.42747602357146613
2017,Yes,0.6041243898425931,18279,0.5970347787439322,0.611214000941254
2017,No,0.3958756101574069,18279,0.388785999058746,0.4029652212560678
2018,Yes,0.6253994953742641,17878,0.6183043786078151,0.6324946121407131
2018,No,0.3746005046257359,17878,0.3675053878592868,0.381695621392185
2019,Yes,0.718015503875969,18428,0.711518748776637,0.724512258975301
2019,No,0.281984496124031,18428,0.275487741024699,0.288481251223363
2021,Yes,0.526286398085361,12568,0.5175568454943732,0.5350159506763489
2021,No,0.473713601914639,12568,0.46498404932365117,0.48244315450562686
