"plh0190","year","bildungsniveau","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Stimmt ganz u.gar","1990","Hauptschule","Westdeutschland","","","",""
"Stimmt ganz u.gar","1990","Hauptschule","Ostdeutschland","72","0.0625593562746815","0.0482613554152761","0.0768573571340869"
"Stimmt ganz u.gar","1990","Realschule","Westdeutschland","","","",""
"Stimmt ganz u.gar","1990","Realschule","Ostdeutschland","77","0.0537915257799094","0.0418450954245266","0.0657379561352923"
"Stimmt ganz u.gar","1990","(Fach-)Abitur","Westdeutschland","","","",""
"Stimmt ganz u.gar","1990","(Fach-)Abitur","Ostdeutschland","5","","",""
"Stimmt ganz u.gar","1990","AkademikerIn","Westdeutschland","","","",""
"Stimmt ganz u.gar","1990","AkademikerIn","Ostdeutschland","41","0.0459776587208399","0.0319228068056374","0.0600325106360425"
"Stimmt eher","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"Stimmt eher","1990","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Stimmt eher","1990","Hauptschule","Westdeutschland","","","",""
"Stimmt eher","1990","Hauptschule","Ostdeutschland","99","0.0801246552013375","0.0640957127395063","0.0961535976631688"
"Stimmt eher","1990","Realschule","Westdeutschland","","","",""
"Stimmt eher","1990","Realschule","Ostdeutschland","159","0.120792503733257","0.103535972961957","0.138049034504556"
"Stimmt eher","1990","(Fach-)Abitur","Westdeutschland","","","",""
"Stimmt eher","1990","(Fach-)Abitur","Ostdeutschland","12","","",""
"Stimmt eher","1990","AkademikerIn","Westdeutschland","","","",""
"Stimmt eher","1990","AkademikerIn","Ostdeutschland","88","0.107667837873745","0.0868670471500357","0.128468628597455"
"Stimmt eher nicht","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"Stimmt eher nicht","1990","(noch) kein Abschluss","Ostdeutschland","4","","",""
"Stimmt eher nicht","1990","Hauptschule","Westdeutschland","","","",""
