year,pgisced97,plj0078,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,in school,In mancher Beziehung,0.5,16099,0.4922762781479938,0.5077237218520062
1984,in school,Gar nicht,0.25,16099,0.24331106066439764,0.2566889393356024
1984,in school,Ueberwiegend,0.125,16099,0.11989123819593908,0.13010876180406092
1984,in school,Kaum,0.125,16099,0.11989123819593908,0.13010876180406092
1984,inadequately,Gar nicht,0.5807174887892377,16099,0.5730950762875644,0.588339901290911
1984,inadequately,In mancher Beziehung,0.21076233183856502,16099,0.20446209289317832,0.21706257078395172
1984,inadequately,Kaum,0.16031390134529147,16099,0.15464628173420517,0.16598152095637778
1984,inadequately,Ueberwiegend,0.034753363228699555,16099,0.031924094565162375,0.037582631892236734
1984,inadequately,Voll und ganz,0.013452914798206279,16099,0.011673309353149097,0.01523252024326346
1984,general elementary,Gar nicht,0.5085653104925053,16099,0.5008427220183157,0.5162878989666949
1984,general elementary,In mancher Beziehung,0.23126338329764454,16099,0.22475011688329427,0.2377766497119948
1984,general elementary,Kaum,0.17130620985010706,16099,0.16548597891931535,0.17712644078089876
1984,general elementary,Ueberwiegend,0.05246252676659529,16099,0.049018397681787576,0.055906655851403
1984,general elementary,Voll und ganz,0.03640256959314775,16099,0.03350942287570362,0.03929571631059188
1984,middle vocational,Gar nicht,0.4245742092457421,16099,0.416938874403766,0.43220954408771817
1984,middle vocational,In mancher Beziehung,0.2980535279805353,16099,0.29098781889493264,0.30511923706613797
1984,middle vocational,Kaum,0.15693430656934307,16099,0.15131547160710307,0.16255314153158307
1984,middle vocational,Ueberwiegend,0.07420924574209246,16099,0.07016029913786832,0.0782581923463166
1984,middle vocational,Voll und ganz,0.046228710462287104,16099,0.042985055630395994,0.049472365294178214
1984,vocational + Abi,Gar nicht,0.415929203539823,16099,0.4083154454419045,0.42354296163774147
1984,vocational + Abi,In mancher Beziehung,0.26548672566371684,16099,0.2586652575841716,0.2723081937432621
1984,vocational + Abi,Kaum,0.1592920353982301,16099,0.15363907122713424,0.16494499956932593
1984,vocational + Abi,Ueberwiegend,0.1415929203539823,16099,0.1362074450816967,0.1469783956262679
1984,vocational + Abi,Voll und ganz,0.017699115044247787,16099,0.015662285598004685,0.01973594449049089
1984,higher vocational,In mancher Beziehung,0.35714285714285715,16099,0.3497410998141201,0.3645446144715942
1984,higher vocational,Gar nicht,0.21428571428571427,16099,0.2079472279938165,0.22062420057761203
1984,higher vocational,Ueberwiegend,0.21428571428571427,16099,0.2079472279938165,0.22062420057761203
1984,higher vocational,Voll und ganz,0.14285714285714285,16099,0.13745166358497157,0.14826262212931413
1984,higher vocational,Kaum,0.07142857142857142,16099,0.0674502464035957,0.07540689645354715
1984,higher education,In mancher Beziehung,0.3125,16099,0.3053399182108005,0.3196600817891995
1984,higher education,Gar nicht,0.296875,16099,0.2898173567061239,0.3039326432938761
1984,higher education,Kaum,0.265625,16099,0.2588023980060929,0.2724476019939071
1984,higher education,Ueberwiegend,0.09375,16099,0.08924736991160706,0.09825263008839294
1984,higher education,Voll und ganz,0.03125,16099,0.02856225854524927,0.03393774145475073
1985,in school,In mancher Beziehung,0.5,14443,0.4918454993802645,0.5081545006197354
1985,in school,Gar nicht,0.16666666666666666,14443,0.1605886607639024,0.1727446725694309
1985,in school,Voll und ganz,0.16666666666666666,14443,0.1605886607639024,0.1727446725694309
1985,in school,Ueberwiegend,0.08333333333333333,14443,0.07882576351526946,0.0878409031513972
1985,in school,Kaum,0.08333333333333333,14443,0.07882576351526946,0.0878409031513972
1985,inadequately,Gar nicht,0.5889655172413794,14443,0.5809411383148663,0.5969898961678924
