"year","hhtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2010","(Ehe-)Paar ohne Kind(er)","63.53","58.96","6318","33","44","76.67","100","177","62.76","64.3","0","416.67","58.3333320617676","60"
"2010","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"2010","Alleinerziehende","65.49","59.58","4590","34","45","80","105","166.67","64.58","66.4","5","300","56","59"
"2010","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"2010","Sonstige","73.18","65.5","571","28","41.67","91.67","128","200","68.53","77.83","8.33","350","70","80"
"2011","(Ehe-)Paar ohne Kind(er)","66.41","59.96","8358","34","45","80","100","166.67","65.69","67.13","0","666.67","60","61.6666679382324"
"2011","1-Pers.- Haushalt","45.48","39.96","3315","22","30","54.17","71","129.58","44.66","46.3","0","266.67","40","40"
"2011","Alleinerziehende","66.99","59.75","5709","35","47","83.33","100","154","66.21","67.77","3.33","300","60","60"
"2011","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"2011","Sonstige","84.75","82.5","742","33.33","58.33","108.33","129","205.83","81.23","88.27","0","375","78.9166641235352","83.3333358764648"
"2012","(Ehe-)Paar ohne Kind(er)","69.77","64.92","8440","37.5","50","83.33","100","200","69.06","70.48","0","416.67","63","65"
"2012","1-Pers.- Haushalt","46.54","39.83","3481","23","30","55.92","75","140","45.6","47.48","0","833.25","40","40"
"2012","Alleinerziehende","70.64","64.5","5442","36","50","84","108.33","200","69.8","71.48","0","300","63.9166679382324","65"
"2012","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"2012","Sonstige","98.46","90.83","718","50","64","116.67","125","250","94.37","102.55","20","386","83.3333358764648","90"
"2013","(Ehe-)Paar ohne Kind(er)","71.87","66.62","8852","40","50","85","108.33","191.67","71.18","72.56","0","458.33","65.8333358764648","66.6666641235352"
"2013","1-Pers.- Haushalt","48.43","41.46","3623","25","32","58.33","75","145.83","47.5","49.36","0","500","40","43"
"2013","Alleinerziehende","75.58","69.75","5689","40","50","91.67","113","177","74.69","76.47","0","300","70","70"
"2013","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"2013","Sonstige","","","","","","","","","","","","","",""
"2014","(Ehe-)Paar ohne Kind(er)","75.52","69.88","8454","40","52.5","90","115.42","208.33","74.74","76.3","0","500","68.3333358764648","70"
"2014","1-Pers.- Haushalt","49.36","44.83","3417","24","32","60","80","150","48.36","50.36","0","600","42","45"
"2014","Alleinerziehende","76.23","69.79","4586","40","50","95","120","180","75.21","77.25","0","275","70","72"
"2014","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"2014","Sonstige","","","","","","","","","","","","","",""
"2015","(Ehe-)Paar ohne Kind(er)","64.85","59.5","4078","35","47","78","100","183","63.99","65.71","0","248","56","58"
"2015","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"2015","Alleinerziehende","71.5","64.5","3384","40","50","82","109","185","70.25","72.75","5","335","66","70"
"2015","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"2015","Sonstige","86.26","82.5","936","39","52","103","150","200","82.99","89.53","1","370","83","90"
"2016","(Ehe-)Paar ohne Kind(er)","73.93","69.88","8018","38","50","90","115","200","73.13","74.73","0","828","68.3333358764648","70"
"2016","1-Pers.- Haushalt","49.52","43.75","3342","23","32","60","80","158.33","48.41","50.63","0","700","41","43"
"2016","Alleinerziehende","76.54","69.5","3920","40","50","100","120","180","75.35","77.73","0","416.67","70","73"
"2016","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"2016","Sonstige","","","","","","","","","","","","","",""
"2017","(Ehe-)Paar ohne Kind(er)","75.13","69.75","9052","40","50","91.67","116.67","191.67","74.37","75.89","0","840","69","70"
"2017","1-Pers.- Haushalt","49.6","44.79","3796","24","32","60","80","150","48.63","50.57","0","600","41.6666679382324","45"
"2017","Alleinerziehende","77.73","69.5","3959","40","54","100","120","200","76.5","78.96","0","500","70","72"
"2017","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"2017","Sonstige","","","","","","","","","","","","","",""
"2018","(Ehe-)Paar ohne Kind(er)","74.47","69.79","8920","40","50","90","116.67","198.33","73.74","75.2","0","416.67","68.1666641235352","70"
"2018","1-Pers.- Haushalt","49.22","44.88","3975","24.58","32","60","80","150","48.32","50.12","0","583.33","41.6666679382324","44"
"2018","Alleinerziehende","77.37","69.62","3878","40","50","98.33","120","244","76.03","78.71","0","400","70","72"
"2018","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"2018","Sonstige","","","","","","","","","","","","","",""
"2019","(Ehe-)Paar ohne Kind(er)","74.94","69.92","9869","40","50","90","116.67","200","74.08","75.8","0","666.67","70","70.8333358764648"
"2019","1-Pers.- Haushalt","49.39","44.88","4128","24","33","60","80","140","48.51","50.27","0","458.33","44","45"
"2019","Alleinerziehende","78.25","69.83","3652","41","50","95","116.67","250","76.96","79.54","0","400","70","73"
"2019","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"2019","Sonstige","","","","","","","","","","","","","",""
"2020","(Ehe-)Paar ohne Kind(er)","","","","","","","","","","","","","",""
"2020","1-Pers.- Haushalt","51.85","44.96","5368","25","34","62.5","83.33","166.67","51.02","52.68","0","500","42","45"
"2020","Alleinerziehende","80.32","77.75","4244","40","55","100","125","208.33","79.07","81.57","0","333.33","71","75"
"2020","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"2020","Sonstige","","","","","","","","","","","","","",""
