"hlf0192","year","quintil","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2001","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2001","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2001","2","Westdeutschland","5156","0.92279266394277","0.915778516163884","0.929806811721656"
"Ja","2001","2","Ostdeutschland","1843","","",""
"Ja","2001","3","Westdeutschland","4468","0.920165610351864","0.912514004763395","0.927817215940333"
"Ja","2001","3","Ostdeutschland","1320","","",""
"Ja","2001","4","Westdeutschland","3543","0.910070063971417","0.901036936410023","0.919103191532811"
"Ja","2001","4","Ostdeutschland","657","0.88053232781699","0.857548877470916","0.903515778163065"
"Ja","2001","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2001","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2001","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2001","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2001","2","Westdeutschland","407","0.07720733605723","0.0701931882783442","0.0842214838361158"
"Nein","2001","2","Ostdeutschland","224","","",""
"Nein","2001","3","Westdeutschland","352","0.0798343896481359","0.0721827840596673","0.0874859952366046"
"Nein","2001","3","Ostdeutschland","145","","",""
"Nein","2001","4","Westdeutschland","310","0.089929936028583","0.0808968084671886","0.0989630635899774"
"Nein","2001","4","Ostdeutschland","108","","",""
"Nein","2001","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2001","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2002","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2002","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2002","2","Westdeutschland","","","",""
"Ja","2002","2","Ostdeutschland","","","",""
"Ja","2002","3","Westdeutschland","","","",""
"Ja","2002","3","Ostdeutschland","","","",""
"Ja","2002","4","Westdeutschland","","","",""
"Ja","2002","4","Ostdeutschland","","","",""
"Ja","2002","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2002","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2002","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2002","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2002","2","Westdeutschland","","","",""
"Nein","2002","2","Ostdeutschland","","","",""
"Nein","2002","3","Westdeutschland","","","",""
"Nein","2002","3","Ostdeutschland","","","",""
"Nein","2002","4","Westdeutschland","","","",""
"Nein","2002","4","Ostdeutschland","","","",""
"Nein","2002","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2002","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2003","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2003","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2003","2","Westdeutschland","4153","0.912014621399478","0.903738097219351","0.920291145579606"
"Ja","2003","2","Ostdeutschland","1471","","",""
"Ja","2003","3","Westdeutschland","4330","0.935521227941215","0.928440656276464","0.942601799605966"
"Ja","2003","3","Ostdeutschland","1324","","",""
"Ja","2003","4","Westdeutschland","4425","0.914859363828159","0.906959043686396","0.922759683969922"
"Ja","2003","4","Ostdeutschland","911","0.891808271200031","0.872929913982606","0.910686628417456"
