year,pgisced97,quintil_oecd,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Pre-primary Level,1st Quintile,Statutory health insurance,0.97177,69,69,0.93239,1.01114
1999,Pre-primary Level,2nd Quintile,Statutory health insurance,0.91676,83,83,0.85697,0.97655
1999,Pre-primary Level,3rd Quintile,Statutory health insurance,0.74132,47,47,0.61477,0.86787
1999,Pre-primary Level,4th Quintile,Statutory health insurance,0.71364,34,34,0.55940,0.86788
1999,Pre-primary Level,5th Quintile,Statutory health insurance,0.56423,34,34,0.39504,0.73341
1999,Primary Level,1st Quintile,Statutory health insurance,0.99490,178,178,0.98441,1.00539
1999,Primary Level,2nd Quintile,Statutory health insurance,0.98910,104,104,0.96904,1.00915
1999,Lower Secondary Level,1st Quintile,Statutory health insurance,0.99098,722,722,0.98408,0.99788
1999,Lower Secondary Level,2nd Quintile,Statutory health insurance,0.97940,595,595,0.96798,0.99082
1999,Lower Secondary Level,3rd Quintile,Statutory health insurance,0.97016,478,478,0.95489,0.98543
1999,Lower Secondary Level,4th Quintile,Statutory health insurance,0.91832,348,348,0.88951,0.94714
1999,Lower Secondary Level,5th Quintile,Statutory health insurance,0.85549,206,238,0.81073,0.90026
1999,Lower Secondary Level,5th Quintile,Private health insurance,0.13503,32,238,0.09152,0.17854
1999,Upper Secondary Level,1st Quintile,Statutory health insurance,0.97435,1199,1199,0.96540,0.98330
1999,Upper Secondary Level,2nd Quintile,Statutory health insurance,0.96512,1507,1543,0.95596,0.97428
1999,Upper Secondary Level,2nd Quintile,Private health insurance,0.02770,36,1543,0.01951,0.03590
1999,Upper Secondary Level,3rd Quintile,Statutory health insurance,0.93422,1431,1506,0.92170,0.94675
1999,Upper Secondary Level,3rd Quintile,Private health insurance,0.05081,75,1506,0.03971,0.06190
1999,Upper Secondary Level,4th Quintile,Statutory health insurance,0.89496,1284,1414,0.87898,0.91095
1999,Upper Secondary Level,4th Quintile,Private health insurance,0.09306,130,1414,0.07791,0.10821
1999,Upper Secondary Level,5th Quintile,Statutory health insurance,0.78604,962,1176,0.76259,0.80949
1999,Upper Secondary Level,5th Quintile,Private health insurance,0.20119,214,1176,0.17827,0.22411
1999,Post-secondary Non-tertiary Level,1st Quintile,Statutory health insurance,0.90404,73,73,0.83600,0.97207
1999,Post-secondary Non-tertiary Level,2nd Quintile,Statutory health insurance,0.91810,81,81,0.85802,0.97819
1999,Post-secondary Non-tertiary Level,3rd Quintile,Statutory health insurance,0.95849,87,87,0.91633,1.00065
1999,Post-secondary Non-tertiary Level,4th Quintile,Statutory health insurance,0.94024,126,126,0.89869,0.98180
1999,Post-secondary Non-tertiary Level,5th Quintile,Statutory health insurance,0.78039,88,88,0.69340,0.86739
1999,First Stage of Tertiary Education,1st Quintile,Statutory health insurance,0.96499,74,74,0.92283,1.00716
1999,First Stage of Tertiary Education,2nd Quintile,Statutory health insurance,0.93753,129,129,0.89561,0.97946
1999,First Stage of Tertiary Education,3rd Quintile,Statutory health insurance,0.89179,174,174,0.84550,0.93808
1999,First Stage of Tertiary Education,4th Quintile,Statutory health insurance,0.80260,177,177,0.74380,0.86141
1999,First Stage of Tertiary Education,5th Quintile,Statutory health insurance,0.67859,142,190,0.61201,0.74518
1999,First Stage of Tertiary Education,5th Quintile,Private health insurance,0.30999,48,190,0.24405,0.37593
1999,Second Stage of Tertiary Education,1st Quintile,Statutory health insurance,0.95759,128,128,0.92254,0.99264
1999,Second Stage of Tertiary Education,2nd Quintile,Statutory health insurance,0.93642,220,220,0.90410,0.96874
1999,Second Stage of Tertiary Education,3rd Quintile,Statutory health insurance,0.85671,306,349,0.81989,0.89352
1999,Second Stage of Tertiary Education,3rd Quintile,Private health insurance,0.13447,43,349,0.09863,0.17031
1999,Second Stage of Tertiary Education,4th Quintile,Statutory health insurance,0.80830,388,463,0.77240,0.84419
1999,Second Stage of Tertiary Education,4th Quintile,Private health insurance,0.17818,75,463,0.14328,0.21307
1999,Second Stage of Tertiary Education,5th Quintile,Statutory health insurance,0.56563,477,763,0.53044,0.60083
1999,Second Stage of Tertiary Education,5th Quintile,Private health insurance,0.43112,286,763,0.39595,0.46628
2000,Pre-primary Level,1st Quintile,Statutory health insurance,0.95607,66,66,0.90624,1.00589
2000,Pre-primary Level,2nd Quintile,Statutory health insurance,0.88781,64,64,0.80988,0.96574
2000,Pre-primary Level,3rd Quintile,Statutory health insurance,0.90948,64,64,0.83863,0.98033
2000,Pre-primary Level,4th Quintile,Statutory health insurance,0.67462,35,35,0.51713,0.83210
2000,Pre-primary Level,5th Quintile,Statutory health insurance,0.54338,32,32,0.36803,0.71873
2000,Lower Secondary Level,1st Quintile,Statutory health insurance,0.99000,708,708,0.98267,0.99734
2000,Lower Secondary Level,2nd Quintile,Statutory health insurance,0.96553,490,490,0.94936,0.98170
2000,Lower Secondary Level,3rd Quintile,Statutory health insurance,0.97774,352,352,0.96231,0.99317
2000,Lower Secondary Level,4th Quintile,Statutory health insurance,0.94234,265,265,0.91422,0.97046
2000,Lower Secondary Level,5th Quintile,Statutory health insurance,0.82793,131,131,0.76304,0.89281
2000,Upper Secondary Level,1st Quintile,Statutory health insurance,0.98082,1285,1285,0.97331,0.98832
2000,Upper Secondary Level,2nd Quintile,Statutory health insurance,0.96078,1491,1540,0.95108,0.97048
2000,Upper Secondary Level,2nd Quintile,Private health insurance,0.03223,49,1540,0.02341,0.04105
2000,Upper Secondary Level,3rd Quintile,Statutory health insurance,0.93289,1404,1489,0.92018,0.94560
2000,Upper Secondary Level,3rd Quintile,Private health insurance,0.05781,85,1489,0.04595,0.06967
2000,Upper Secondary Level,4th Quintile,Statutory health insurance,0.90162,1294,1424,0.88615,0.91710
2000,Upper Secondary Level,4th Quintile,Private health insurance,0.09055,130,1424,0.07564,0.10546
2000,Upper Secondary Level,5th Quintile,Statutory health insurance,0.78580,886,1093,0.76147,0.81014
2000,Upper Secondary Level,5th Quintile,Private health insurance,0.20514,207,1093,0.18119,0.22909
2000,Post-secondary Non-tertiary Level,1st Quintile,Statutory health insurance,0.96878,112,112,0.93643,1.00113
2000,Post-secondary Non-tertiary Level,2nd Quintile,Statutory health insurance,0.98797,84,84,0.96451,1.01142
2000,Post-secondary Non-tertiary Level,3rd Quintile,Statutory health insurance,0.89163,112,112,0.83381,0.94946
2000,Post-secondary Non-tertiary Level,4th Quintile,Statutory health insurance,0.91274,131,131,0.86422,0.96125
2000,Post-secondary Non-tertiary Level,5th Quintile,Statutory health insurance,0.78593,114,114,0.71030,0.86156
2000,First Stage of Tertiary Education,1st Quintile,Statutory health insurance,0.98506,122,122,0.96345,1.00668
2000,First Stage of Tertiary Education,2nd Quintile,Statutory health insurance,0.96211,215,215,0.93653,0.98769
2000,First Stage of Tertiary Education,3rd Quintile,Statutory health insurance,0.93068,261,261,0.89980,0.96155
