year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,,,,,,,,,,,,
1985,West,,,,,,,,,,,,
1986,West,,,,,,,,,,,,
1987,West,,,,,,,,,,,,
1988,West,,,,,,,,,,,,
1989,West,,,,,,,,,,,,
1990,West,,,,,,,,,,,,
1990,East,,,,,,,,,,,,
1991,West,,,,,,,,,,,,
1991,East,,,,,,,,,,,,
1992,West,,,,,,,,,,,,
1992,East,,,,,,,,,,,,
1993,West,,,,,,,,,,,,
1993,East,,,,,,,,,,,,
1994,West,,,,,,,,,,,,
1994,East,,,,,,,,,,,,
1995,West,,,,,,,,,,,,
1995,East,,,,,,,,,,,,
1996,West,,,,,,,,,,,,
1996,East,,,,,,,,,,,,
1997,West,,,,,,,,,,,,
1997,East,,,,,,,,,,,,
1998,West,,,,,,,,,,,,
1998,East,,,,,,,,,,,,
1999,West,,,,,,,,,,,,
1999,East,,,,,,,,,,,,
2000,West,,,,,,,,,,,,
2000,East,,,,,,,,,,,,
2001,West,,,,,,,,,,,,
2001,East,,,,,,,,,,,,
2002,West,,,,,,,,,,,,
2002,East,,,,,,,,,,,,
2003,West,,,,,,,,,,,,
2003,East,,,,,,,,,,,,
2004,West,,,,,,,,,,,,
2004,East,,,,,,,,,,,,
2005,West,15519,3.184504982281718,3.140506777827855,3.2241751345054315,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0
2005,East,5021,3.280035330659893,3.216578388304663,3.333214639491387,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0
2006,West,,,,,,,,,,,,
2006,East,,,,,,,,,,,,
2007,West,,,,,,,,,,,,
2007,East,,,,,,,,,,,,
2008,West,,,,,,,,,,,,
2008,East,,,,,,,,,,,,
2009,West,,,,,,,,,,,,
2009,East,,,,,,,,,,,,
2010,West,12452,3.2202039807959717,3.183829935122431,3.267740216432134,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0
2010,East,4114,3.2812984810499524,3.2153202815967807,3.3554641485539016,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0
2011,West,,,,,,,,,,,,
2011,East,,,,,,,,,,,,
2012,West,,,,,,,,,,,,
2012,East,,,,,,,,,,,,
2013,West,,,,,,,,,,,,
2013,East,,,,,,,,,,,,
2014,West,,,,,,,,,,,,
2014,East,,,,,,,,,,,,
2015,West,21148,2.8104970135266742,2.773817258642323,2.8452129824050916,1.0,2.0,4.0,1.0,7.0,2.0,2.0,2.0
2015,East,5386,2.969626551590624,2.906386842820346,3.0503011324107296,2.0,3.0,4.0,1.0,7.0,3.0,3.0,4.0
2016,West,,,,,,,,,,,,
2016,East,,,,,,,,,,,,
2017,West,,,,,,,,,,,,
2017,East,,,,,,,,,,,,
2018,West,,,,,,,,,,,,
2018,East,,,,,,,,,,,,
2019,West,,,,,,,,,,,,
2019,East,,,,,,,,,,,,
2020,West,23416,2.707829718957595,2.675323083444156,2.740744572103962,1.0,2.0,4.0,1.0,7.0,2.0,2.0,2.0
2020,East,5804,2.846548659120731,2.7791040673322116,2.9243575145400547,2.0,2.0,4.0,1.0,7.0,2.0,1.0,2.0
2021,West,,,,,,,,,,,,
2021,East,,,,,,,,,,,,
