year,hhtyp,sampreg,hgreval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1984,Single-person household,West,Very Inexpensive,0.03373359995610966,80,5863,0.033640247270655455,0.033826952641563865
1984,Single-person household,West,Inexpensive,0.10657201041289975,248,5863,0.10641245983271636,0.10673156099308315
1984,Single-person household,West,Reasonable,0.1916939437485438,420,5863,0.1914904087286314,0.19189747876845617
1984,Single-person household,West,Slightly Expensive,0.06669253939588758,162,5863,0.06656353692546037,0.0668215418663148
1984,Single-person household,West,Too Expensive,0.02343022841562199,61,5863,0.023352013977225937,0.02350844285401804
1984,Couple without children,West,Very Inexpensive,0.02233701621046211,73,5863,0.02226060550711462,0.0224134269138096
1984,Couple without children,West,Inexpensive,0.06432637106874141,208,5863,0.0641995171896797,0.06445322494780312
1984,Couple without children,West,Reasonable,0.10940658580990242,370,5863,0.10924518396157,0.10956798765823485
1984,Couple without children,West,Slightly Expensive,0.0318980780635203,124,5863,0.03180721448623694,0.03198894164080367
1984,Couple without children,West,Too Expensive,0.007116148863512576,31,5863,0.007072685956838,0.007159611770187152
1984,Single parent,West,Inexpensive,0.019494521527638965,69,5863,0.01942303431991305,0.01956600873536488
1984,Single parent,West,Reasonable,0.02666436410943393,95,5863,0.026581064309355272,0.026747663909512588
1984,Single parent,West,Slightly Expensive,0.012699236319515346,47,5863,0.012641338718320792,0.0127571339207099
1984,Couple with children,West,Very Inexpensive,0.0253448039751722,109,5863,0.02526353645626088,0.02542607149408352
1984,Couple with children,West,Inexpensive,0.08033583336744737,391,5863,0.08019528807107008,0.08047637866382466
1984,Couple with children,West,Reasonable,0.11549206179008599,666,5863,0.1153267994240403,0.11565732415613168
1984,Couple with children,West,Slightly Expensive,0.038607499673076306,295,5863,0.03850788272445509,0.03870711662169752
1984,Couple with children,West,Too Expensive,0.012604062914600912,100,5863,0.012546379895829999,0.012661745933371825
1984,Other Combinations,West,Reasonable,0.011551094377827434,37,5863,0.011495843941760118,0.01160634481389475
1985,Single-person household,West,Very Inexpensive,0.05053671626991399,94,5272,0.05042553844493167,0.05064789409489631
1985,Single-person household,West,Inexpensive,0.11032122165413848,214,5272,0.1101622126479412,0.11048023066033576
1985,Single-person household,West,Reasonable,0.206858428927064,404,5272,0.2066528457639097,0.2070640120902183
1985,Single-person household,West,Slightly Expensive,0.07144556438248574,155,5272,0.07131483690038387,0.07157629186458761
1985,Single-person household,West,Too Expensive,0.01362407593012418,37,5272,0.013565238955186708,0.013682912905061653
1985,Couple without children,West,Very Inexpensive,0.03181515190462415,88,5272,0.03172607364614135,0.03190423016310696
1985,Couple without children,West,Inexpensive,0.06528913231005766,195,5272,0.06516375046082126,0.06541451415929406
1985,Couple without children,West,Reasonable,0.11397174568712841,352,5272,0.11381045920772698,0.11413303216652984
1985,Couple without children,West,Slightly Expensive,0.027813840067874997,100,5272,0.027730379608654,0.02789730052709599
1985,Single parent,West,Inexpensive,0.012764098129310822,41,5272,0.012707123551745652,0.012821072706875993
1985,Single parent,West,Reasonable,0.028320003147564898,93,5272,0.02823580862158312,0.028404197673546676
1985,Single parent,West,Slightly Expensive,0.013707037203803101,44,5272,0.013648023844223494,0.013766050563382709
1985,Couple with children,West,Very Inexpensive,0.03173132962919607,127,5272,0.03164236494291774,0.0318202943154744
1985,Couple with children,West,Inexpensive,0.06783735952425372,335,5272,0.067709728606958,0.06796499044154945
1985,Couple with children,West,Reasonable,0.09990609320805684,573,5272,0.0997538929196391,0.10005829349647458
1985,Couple with children,West,Slightly Expensive,0.040218311714255564,253,5272,0.04011859367644418,0.04031802975206695
1985,Couple with children,West,Too Expensive,0.013839890310147441,96,5272,0.013780595645654339,0.013899184974640544
1986,Single-person household,West,Very Inexpensive,0.05691643945537545,95,5039,0.05680003518497788,0.057032843725773025
1986,Single-person household,West,Inexpensive,0.12156712873353602,212,5039,0.12140294227588622,0.12173131519118582
1986,Single-person household,West,Reasonable,0.198337164284254,363,5039,0.1981368218764462,0.19853750669206177
1986,Single-person household,West,Slightly Expensive,0.06364721989870838,132,5039,0.06352456513072698,0.06376987466668978
1986,Single-person household,West,Too Expensive,0.018850258794911718,44,5039,0.018781930392086442,0.018918587197736994
1986,Couple without children,West,Very Inexpensive,0.02752174332490795,79,5039,0.027439546908443038,0.02760393974137286
1986,Couple without children,West,Inexpensive,0.0749395182233835,214,5039,0.07480723173851067,0.07507180470825633
1986,Couple without children,West,Reasonable,0.10504618270462644,327,5039,0.10489213138820877,0.10520023402104411
1986,Couple without children,West,Slightly Expensive,0.029318399796655605,94,5039,0.029233641251430305,0.029403158341880904
1986,Single parent,West,Inexpensive,0.013782511594458327,42,5039,0.013723934814143898,0.013841088374772756
1986,Single parent,West,Reasonable,0.027358553451422553,86,5039,0.027276594212793544,0.02744051269005156
1986,Single parent,West,Slightly Expensive,0.013210932072572793,39,5039,0.013153566166375433,0.013268297978770154
1986,Couple with children,West,Very Inexpensive,0.02653678669306777,110,5039,0.02645603364893009,0.02661753973720545
1986,Couple with children,West,Inexpensive,0.07891564939678176,341,5039,0.07878019090585464,0.07905110788770889
1986,Couple with children,West,Reasonable,0.09423745327591267,510,5039,0.09409066414008704,0.09438424241173829
1986,Couple with children,West,Slightly Expensive,0.03577965426919132,223,5039,0.035686332883386254,0.03587297565499639
1986,Couple with children,West,Too Expensive,0.014034404030233764,85,5039,0.01397530194117894,0.014093506119288588
1987,Single-person household,West,Very Inexpensive,0.05837363995304191,99,4975,0.05825731696871064,0.05848996293737317
1987,Single-person household,West,Inexpensive,0.1224678081588295,221,4975,0.12230515580761167,0.12263046051004733
1987,Single-person household,West,Reasonable,0.19833246061076565,355,4975,0.19813462161734938,0.19853029960418192
1987,Single-person household,West,Slightly Expensive,0.06286711335925195,134,4975,0.06274668460512388,0.06298754211338002
1987,Single-person household,West,Too Expensive,0.01849524783437179,37,4975,0.01842839895593196,0.01856209671281162
