year,quintil_oecd_hh,sampreg,hgreval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1984,1st Quintile,West,Very Inexpensive,0.01599260366635507,48,5842,0.015928160358004154,0.016057046974705984
1984,1st Quintile,West,Inexpensive,0.05647339799720339,199,5842,0.056354816182077425,0.05659197981232936
1984,1st Quintile,West,Reasonable,0.11381576058873615,410,5842,0.11365261239399611,0.11397890878347618
1984,1st Quintile,West,Slightly Expensive,0.03738716804475254,174,5842,0.0372897125865995,0.03748462350290558
1984,1st Quintile,West,Too Expensive,0.014820068404952107,75,5842,0.014757995518419659,0.014882141291484555
1984,2nd Quintile,West,Very Inexpensive,0.0174364434903478,60,5842,0.017369203392231077,0.017503683588464523
1984,2nd Quintile,West,Inexpensive,0.05253237738888367,200,5842,0.05241776943055442,0.052646985347212925
1984,2nd Quintile,West,Reasonable,0.09412436222638927,333,5842,0.09397435769711195,0.0942743667556666
1984,2nd Quintile,West,Slightly Expensive,0.03646916062029098,159,5842,0.036372863177878106,0.03656545806270385
1984,2nd Quintile,West,Too Expensive,0.0110584842955446,50,5842,0.011004762296302048,0.01111220629478715
1984,3rd Quintile,West,Very Inexpensive,0.018119368609475866,63,5842,0.018050848202178966,0.018187889016772766
1984,3rd Quintile,West,Inexpensive,0.06609285044119048,215,5842,0.06596522179853946,0.0662204790838415
1984,3rd Quintile,West,Reasonable,0.08114399691210976,299,5842,0.08100372491325988,0.08128426891095963
1984,3rd Quintile,West,Slightly Expensive,0.03189634674200319,134,5842,0.031806075283243244,0.03198661820076313
1984,3rd Quintile,West,Too Expensive,0.00705194776393701,32,5842,0.007008960790738506,0.007094934737135515
1984,4th Quintile,West,Very Inexpensive,0.018109765029729562,55,5842,0.01804126244833913,0.018178267611119996
1984,4th Quintile,West,Inexpensive,0.05608161316063467,192,5842,0.05596341886120067,0.05619980746006867
1984,4th Quintile,West,Reasonable,0.08512331711854075,323,5842,0.08497995823562858,0.08526667600145292
1984,4th Quintile,West,Slightly Expensive,0.0279695061832631,120,5842,0.027884802674043405,0.028054209692482797
1984,4th Quintile,West,Too Expensive,0.00872720638176202,35,5842,0.008679425597299822,0.00877498716622422
1984,5th Quintile,West,Very Inexpensive,0.01596462276433601,54,5842,0.015900234940724886,0.016029010587947132
1984,5th Quintile,West,Inexpensive,0.039156216129155715,128,5842,0.039056573355033174,0.039255858903278255
1984,5th Quintile,West,Reasonable,0.07606360842703021,245,5842,0.07592742365193167,0.07619979320212875
1984,5th Quintile,West,Slightly Expensive,0.01838980761337606,64,5842,0.01832078725949516,0.01845882796725696
1985,1st Quintile,West,Very Inexpensive,0.026813528482807172,65,5265,0.02673284035406658,0.026894216611547766
1985,1st Quintile,West,Inexpensive,0.058410515481824736,184,5265,0.05829337393686669,0.05852765702678278
1985,1st Quintile,West,Reasonable,0.10333363344122659,350,5265,0.10318158886994304,0.10348567801251014
1985,1st Quintile,West,Slightly Expensive,0.04249727934199117,168,5265,0.04239652002838768,0.04259803865559466
1985,1st Quintile,West,Too Expensive,0.01097269622716967,59,5265,0.010920661240590811,0.01102473121374853
1985,2nd Quintile,West,Very Inexpensive,0.029619387149590004,80,5265,0.029534704640389035,0.029704069658790973
1985,2nd Quintile,West,Inexpensive,0.060017412535990015,199,5265,0.05989877198181053,0.0601360530901695
1985,2nd Quintile,West,Reasonable,0.09362115590811801,317,5265,0.09347565138038554,0.09376666043585048
1985,2nd Quintile,West,Slightly Expensive,0.028315468416491067,106,5265,0.028232615242935546,0.02839832159004659
1985,2nd Quintile,West,Too Expensive,0.010852039540007826,46,5265,0.01080028827837149,0.01090379080164416
1985,3rd Quintile,West,Very Inexpensive,0.021350765115196537,66,5265,0.02127856217548396,0.021422968054909113
1985,3rd Quintile,West,Inexpensive,0.04925071491301826,157,5265,0.04914262780389052,0.049358802022146
1985,3rd Quintile,West,Reasonable,0.09414223240427778,304,5265,0.093996365461452,0.09428809934710357
