year,bula_h,pgisced97,ple0008,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1992,Schleswig-Holstein,Upper Secondary Level,Good,0.01117020083174649,62,10239,0.01114128030537682,0.01119912135811616
1992,Schleswig-Holstein,Upper Secondary Level,Satisfactory,0.007681359119395577,43,10239,0.007657334332768756,0.007705383906022398
1992,Hamburg,Upper Secondary Level,Good,0.004374557413772535,32,10239,0.004356396822549886,0.004392718004995183
1992,Lower Saxony,Lower Secondary Level,Very good,0.0029423103150170815,34,10239,0.002927405749848589,0.002957214880185574
1992,Lower Saxony,Lower Secondary Level,Good,0.007888792548622351,76,10239,0.007864448075757789,0.007913137021486914
1992,Lower Saxony,Lower Secondary Level,Satisfactory,0.01062543124033922,74,10239,0.010597216985574628,0.010653645495103812
1992,Lower Saxony,Lower Secondary Level,Poor,0.004148282240877361,33,10239,0.004130595556878177,0.004165968924876545
1992,Lower Saxony,Upper Secondary Level,Very good,0.007575222237723977,71,10239,0.007551362733344096,0.007599081742103858
1992,Lower Saxony,Upper Secondary Level,Good,0.022741682431827007,195,10239,0.022700659101641228,0.022782705762012787
1992,Lower Saxony,Upper Secondary Level,Satisfactory,0.019686001935711035,156,10239,0.01964777440083108,0.01972422947059099
1992,Lower Saxony,Upper Secondary Level,Poor,0.007333322420570496,55,10239,0.007309844099297303,0.007356800741843688
1992,Lower Saxony,Second Stage of Tertiary Education,Good,0.004398556845276514,33,10239,0.004380346725904551,0.004416766964648477
1992,North Rhine-Westphalia,Primary Level,Good,0.0031117653741965876,62,10239,0.0030964389237046336,0.0031270918246885417
1992,North Rhine-Westphalia,Primary Level,Satisfactory,0.00212263671100705,51,10239,0.002109972114713533,0.002135301307300567
1992,North Rhine-Westphalia,Primary Level,Poor,0.0011941387715323159,31,10239,0.0011846352870424253,0.0012036422560222065
1992,North Rhine-Westphalia,Lower Secondary Level,Very good,0.008161054246563494,110,10239,0.008136296640943917,0.008185811852183072
1992,North Rhine-Westphalia,Lower Secondary Level,Good,0.018302757207904034,201,10239,0.01826587117286681,0.018339643242941257
1992,North Rhine-Westphalia,Lower Secondary Level,Satisfactory,0.022306634636433068,178,10239,0.022265996546181242,0.022347272726684894
1992,North Rhine-Westphalia,Lower Secondary Level,Poor,0.008658136021030391,73,10239,0.008632641969752339,0.008683630072308443
1992,North Rhine-Westphalia,Upper Secondary Level,Very good,0.020293370829462393,204,10239,0.020254570085876892,0.020332171573047893
1992,North Rhine-Westphalia,Upper Secondary Level,Good,0.05804312911315848,499,10239,0.057978785440350004,0.05810747278596696
1992,North Rhine-Westphalia,Upper Secondary Level,Satisfactory,0.04388951533768396,338,10239,0.043833145165375016,0.043945885509992906
1992,North Rhine-Westphalia,Upper Secondary Level,Poor,0.01853738213455275,140,10239,0.018500264865737515,0.018574499403367983
1992,North Rhine-Westphalia,Upper Secondary Level,Bad,0.00517898916912835,35,10239,0.005159237222409256,0.005198741115847445
1992,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Good,0.0044275690857442885,40,10239,0.004409299275629524,0.004445838895859053
1992,North Rhine-Westphalia,First Stage of Tertiary Education,Good,0.006739293027185451,56,10239,0.006716778971953896,0.006761807082417006
1992,North Rhine-Westphalia,First Stage of Tertiary Education,Satisfactory,0.004923376517481803,39,10239,0.00490411569997635,0.004942637334987256
1992,North Rhine-Westphalia,Second Stage of Tertiary Education,Very good,0.003774743115449839,32,10239,0.003757868363239532,0.003791617867660146
1992,North Rhine-Westphalia,Second Stage of Tertiary Education,Good,0.014800139584544448,115,10239,0.014766911140460614,0.014833368028628282
1992,North Rhine-Westphalia,Second Stage of Tertiary Education,Satisfactory,0.007200906285583926,48,10239,0.007177639349597968,0.007224173221569884
1992,Hesse,Lower Secondary Level,Good,0.007592639831938428,95,10239,0.007568753123023612,0.0076165265408532435
1992,Hesse,Lower Secondary Level,Satisfactory,0.007315556722835537,71,10239,0.007292106648243878,0.007339006797427196
1992,Hesse,Lower Secondary Level,Poor,0.003667569610667051,33,10239,0.003650935244945282,0.00368420397638882
1992,Hesse,Upper Secondary Level,Very good,0.005854911591183037,62,10239,0.005833917359483721,0.005875905822882354
1992,Hesse,Upper Secondary Level,Good,0.0206827754725922,197,10239,0.02064361201430686,0.020721938930877537
1992,Hesse,Upper Secondary Level,Satisfactory,0.01287466862870794,109,10239,0.012843646677686366,0.012905690579729515
1992,Hesse,Upper Secondary Level,Poor,0.006570958758842645,46,10239,0.0065487257763465895,0.0065931917413387005
1992,Hesse,Second Stage of Tertiary Education,Good,0.005066727163563041,41,10239,0.005047189363261348,0.005086264963864734
1992,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Good,0.004780370623981182,56,10239,0.004761390231850661,0.0047993510161117026
1992,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Satisfactory,0.010016339569255331,80,10239,0.009988937493508274,0.010043741645002388
1992,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Poor,0.004890484677075946,34,10239,0.004871287988465699,0.004909681365686193
1992,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very good,0.004071413453789967,42,10239,0.004053890729310635,0.004088936178269298
1992,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Good,0.016776845622867805,137,10239,0.01674150321518055,0.01681218803055506
1992,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Satisfactory,0.012984600745478,96,10239,0.012953448368193793,0.013015753122762206
1992,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Poor,0.0044050334236306245,35,10239,0.00438680996187753,0.004423256885383719
1992,Baden-Wuerttemberg,Primary Level,Good,0.0020859581114095202,61,10239,0.002073403181634716,0.0020985130411843244
1992,Baden-Wuerttemberg,Primary Level,Satisfactory,0.0020009648719977705,58,10239,0.0019886678564424226,0.0020132618875531184
1992,Baden-Wuerttemberg,Primary Level,Poor,0.0008823578625360817,41,10239,0.0008741874191829575,0.0008905283058892059
1992,Baden-Wuerttemberg,Lower Secondary Level,Very good,0.003924537618942715,72,10239,0.003907332594318438,0.003941742643566993
1992,Baden-Wuerttemberg,Lower Secondary Level,Good,0.01306403694386473,180,10239,0.013032790678504921,0.01309528320922454
