year,migback,regtyp,ple0008,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1992,No migration background,Urban regions,Very good,0.07735759483191654,907,13059,0.07729255229702588,0.0774226373668072
1992,No migration background,Urban regions,Good,0.22971428925579648,2572,13059,0.2296118776442767,0.22981670086731626
1992,No migration background,Urban regions,Satisfactory,0.18228581489325643,1799,13059,0.1821918195200281,0.18237981026648475
1992,No migration background,Urban regions,Poor,0.07184297632595292,663,13059,0.07178010796186877,0.07190584469003707
1992,No migration background,Urban regions,Bad,0.026476698202529434,217,13059,0.026437611020447713,0.026515785384611155
1992,No migration background,Rural regions,Very good,0.039464539244351164,628,13059,0.03941713802719739,0.03951194046150494
1992,No migration background,Rural regions,Good,0.11343149090674534,1732,13059,0.11335428469482786,0.11350869711866282
1992,No migration background,Rural regions,Satisfactory,0.09197562156126314,1177,13059,0.09190526341414411,0.09204597970838217
1992,No migration background,Rural regions,Poor,0.033498743130856566,379,13059,0.0334549360068912,0.03354255025482193
1992,No migration background,Rural regions,Bad,0.014591271694787529,149,13059,0.014562078337108184,0.014620465052466874
1992,Direct migration background,Urban regions,Very good,0.013769684733086198,334,13059,0.013741313354026207,0.01379805611214619
1992,Direct migration background,Urban regions,Good,0.03413673338064457,848,13059,0.0340925256645378,0.034180941096751336
1992,Direct migration background,Urban regions,Satisfactory,0.02488752484589704,563,13059,0.024849597933944638,0.024925451757849444
1992,Direct migration background,Urban regions,Poor,0.012634564698121216,302,13059,0.012607372245810601,0.012661757150431831
1992,Direct migration background,Urban regions,Bad,0.004185035207137659,89,13059,0.004169318261320121,0.0042007521529551966
1992,Direct migration background,Rural regions,Very good,0.0025413374587809705,52,13059,0.0025290797896043078,0.0025535951279576333
1992,Direct migration background,Rural regions,Good,0.008164829316978813,151,13059,0.0081429203156745,0.008186738318283126
1992,Direct migration background,Rural regions,Satisfactory,0.006260771588423752,122,13059,0.006241568131269945,0.006279975045577558
1992,Direct migration background,Rural regions,Poor,0.003295937160764904,56,13059,0.0032819830601660055,0.0033098912613638027
1992,Indirect migration background,Urban regions,Very good,0.00386691808692728,143,13059,0.003851807878958693,0.003882028294895867
1992,Indirect migration background,Urban regions,Good,0.004427156204179762,143,13059,0.004410992971775041,0.004443319436584483
1992,Indirect migration background,Urban regions,Satisfactory,0.0011904672716023328,33,13059,0.001182072104533646,0.0011988624386710196
1994,No migration background,Urban regions,Very good,0.04699317039151455,558,12728,0.04694200283109163,0.04704433795193747
1994,No migration background,Urban regions,Good,0.21899542630639113,2435,12728,0.21889543237519096,0.2190954202375913
1994,No migration background,Urban regions,Satisfactory,0.1963059574072515,1987,12728,0.19620991977458754,0.19640199503991548
1994,No migration background,Urban regions,Poor,0.09122081743409353,868,12728,0.09115120200623965,0.09129043286194742
1994,No migration background,Urban regions,Bad,0.02551683982093998,210,12728,0.025478713057066442,0.025554966584813515
1994,No migration background,Rural regions,Very good,0.02381523302294176,367,12728,0.023778367299347014,0.02385209874653651
1994,No migration background,Rural regions,Good,0.10984073122590486,1641,12728,0.10976512720411331,0.10991633524769641
1994,No migration background,Rural regions,Satisfactory,0.10259476734091744,1348,12728,0.10252140279463835,0.10266813188719652
1994,No migration background,Rural regions,Poor,0.03820403164176495,452,12728,0.03815768423857687,0.038250379044953035
1994,No migration background,Rural regions,Bad,0.013152205688476977,144,12728,0.013124659994693566,0.013179751382260388
1994,Direct migration background,Urban regions,Very good,0.00924939741785019,212,12728,0.009226251829522072,0.009272543006178307
1994,Direct migration background,Urban regions,Good,0.036740445499038786,791,12728,0.036694959974900986,0.036785931023176587
1994,Direct migration background,Urban regions,Satisfactory,0.029672283285347455,537,12728,0.02963125682644671,0.029713309744248198
1994,Direct migration background,Urban regions,Poor,0.01670507050312563,333,12728,0.016674082371782493,0.016736058634468767
1994,Direct migration background,Urban regions,Bad,0.004977315975506082,93,12728,0.004960300525920199,0.0049943314250919645
1994,Direct migration background,Rural regions,Very good,0.00279142357322027,44,12728,0.002778666965369975,0.0028041801810705655
1994,Direct migration background,Rural regions,Good,0.008358203203511466,149,12728,0.008336191015868851,0.008380215391154081
1994,Direct migration background,Rural regions,Satisfactory,0.006686199227093322,111,12728,0.006666494872106072,0.006705903582080572
1994,Direct migration background,Rural regions,Poor,0.0041305062106412275,66,12728,0.004114999053565012,0.004146013367717443
1994,Indirect migration background,Urban regions,Very good,0.0046642096419104405,129,12728,0.0046477354859417504,0.0046806837978791305
1994,Indirect migration background,Urban regions,Good,0.006385241265725918,180,12728,0.006365982564110953,0.006404499967340882
1994,Indirect migration background,Urban regions,Satisfactory,0.0030005239168325,73,12728,0.0029872995361284595,0.0030137482975365402
1995,No migration background,Urban regions,Very good,0.039791513220775926,511,13143,0.039744295339527363,0.03983873110202449
1995,No migration background,Urban regions,Good,0.2117821768969928,2413,13143,0.21168348162972914,0.21188087216425647
1995,No migration background,Urban regions,Satisfactory,0.19621183822784838,1999,13143,0.1961159065801165,0.19630776987558027
1995,No migration background,Urban regions,Poor,0.08541605533355756,827,13143,0.08534853881500445,0.08548357185211067
1995,No migration background,Urban regions,Bad,0.02449008666553723,211,13143,0.024452749658422066,0.024527423672652395
1995,No migration background,Rural regions,Very good,0.02122716166421072,337,13143,0.021192342734596543,0.021261980593824895
1995,No migration background,Rural regions,Good,0.11254223019805273,1686,13143,0.11246588880078033,0.11261857159532514
1995,No migration background,Rural regions,Satisfactory,0.099858658004453,1361,13143,0.09978623497041107,0.09993108103849492
1995,No migration background,Rural regions,Poor,0.042634422762222915,499,13143,0.04258561964130371,0.04268322588314212
1995,No migration background,Rural regions,Bad,0.011186370943935086,126,13143,0.011160965292917758,0.011211776594952413
1995,Direct migration background,Urban regions,Very good,0.013510648859165126,257,13143,0.013482761152470525,0.013538536565859727
1995,Direct migration background,Urban regions,Good,0.04550867532857309,958,13143,0.04545832972082774,0.04555902093631844
1995,Direct migration background,Urban regions,Satisfactory,0.03206892459649407,625,13143,0.032026365449708515,0.03211148374327962
1995,Direct migration background,Urban regions,Poor,0.0168130522554567,348,13143,0.016781994516769247,0.016844109994144152
1995,Direct migration background,Urban regions,Bad,0.006031213457450384,112,13143,0.006012510201337884,0.006049916713562883
1995,Direct migration background,Rural regions,Very good,0.003401146395355568,52,13143,0.003387082638402109,0.003415210152309027
1995,Direct migration background,Rural regions,Good,0.00934560702731829,174,13143,0.00932236396532493,0.009368850089311652
1995,Direct migration background,Rural regions,Satisfactory,0.009051293735931498,152,13143,0.0090284161911057,0.009074171280757297
1995,Direct migration background,Rural regions,Poor,0.004394804708294622,77,13143,0.004378825992743755,0.00441078342384549
1995,Indirect migration background,Urban regions,Very good,0.003466941745656086,118,13143,0.0034527430769749467,0.0034811404143372257
1995,Indirect migration background,Urban regions,Good,0.007035936900487048,199,13143,0.007015745974749605,0.007056127826224491
1995,Indirect migration background,Urban regions,Satisfactory,0.003144406273916826,69,13143,0.0031308820002531827,0.0031579305475804694
1995,Indirect migration background,Urban regions,Poor,0.0010868347983142602,32,13143,0.0010788755118812555,0.001094794084747265
1996,No migration background,Urban regions,Very good,0.0443183564199597,543,12923,0.04426873700906879,0.044367975830850614
1996,No migration background,Urban regions,Good,0.20962241792239703,2364,12923,0.2095242794420915,0.20972055640270254
1996,No migration background,Urban regions,Satisfactory,0.20000096193646025,2013,12923,0.19990452044161644,0.20009740343130406
1996,No migration background,Urban regions,Poor,0.08535196191306631,807,12923,0.08528459650941062,0.085419327316722
1996,No migration background,Urban regions,Bad,0.0223319999989105,188,12923,0.022296374359440707,0.022367625638380295
1996,No migration background,Rural regions,Very good,0.020291801768274366,318,12923,0.020257807019554718,0.020325796516994014
1996,No migration background,Rural regions,Good,0.10998605714184027,1643,12923,0.10991062257852964,0.11006149170515091
1996,No migration background,Rural regions,Satisfactory,0.10240805971105953,1410,12923,0.1023349610032706,0.10248115841884846
1996,No migration background,Rural regions,Poor,0.0387545121508297,472,12923,0.03870797696495633,0.03880104733670307
1996,No migration background,Rural regions,Bad,0.01133399478003069,127,12923,0.01130847250034658,0.011359517059714799
1996,Direct migration background,Urban regions,Very good,0.012296382020331679,230,12923,0.012269811188262711,0.012322952852400646
1996,Direct migration background,Urban regions,Good,0.04101367856396097,823,12923,0.04096586251068518,0.041061494617236766
1996,Direct migration background,Urban regions,Satisfactory,0.036703638649877614,654,12923,0.036658303226183395,0.03674897407357183
1996,Direct migration background,Urban regions,Poor,0.01624228744707269,312,12923,0.016211810544279247,0.01627276434986613
1996,Direct migration background,Urban regions,Bad,0.007476434221235338,116,12923,0.00745566497044029,0.007497203472030386
1996,Direct migration background,Rural regions,Very good,0.0022253288568257527,44,12923,0.002213967858494927,0.0022366898551565784
1996,Direct migration background,Rural regions,Good,0.00976255316488293,165,12923,0.009738847369171643,0.009786258960594218
1996,Direct migration background,Rural regions,Satisfactory,0.009947751733414948,161,12923,0.009923824378867402,0.009971679087962494
1996,Direct migration background,Rural regions,Poor,0.003715801509457922,69,12923,0.0037011318161878845,0.0037304712027279594
1996,Indirect migration background,Urban regions,Very good,0.0040451466424241125,126,12923,0.004029843165258308,0.004060450119589917
1996,Indirect migration background,Urban regions,Good,0.006709238975250315,202,12923,0.006689556578256526,0.006728921372244103
1996,Indirect migration background,Urban regions,Satisfactory,0.004276077368078896,97,12923,0.004260344952623647,0.004291809783534145
1996,Indirect migration background,Rural regions,Good,0.0011855571043584998,39,12923,0.0011772603772798045,0.001193853831437195
1997,No migration background,Urban regions,Very good,0.042517768592366896,492,12712,0.04246926609765311,0.04256627108708068
