year,age_gr,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,West,,,,,,,,,,,,
1984,17-29 y.,West,3388,7.349869089254905,7.307488398469539,7.39224978004027,6.0,8.0,10.0,0.0,10.0,8.0,8.0,8.0
1984,30-45 y.,West,3896,7.744133298854465,7.708284857333102,7.7799817403758285,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0
1984,46-65 y.,West,3542,8.21541287783896,8.181792353183079,8.24903340249484,7.0,9.0,10.0,2.5,10.0,9.0,9.0,9.0
1984,66 and older,West,1260,8.44746678529605,8.396561321958984,8.498372248633117,8.0,9.0,10.0,5.0,10.0,9.0,9.0,9.0
1985,0-16 y.,West,,,,,,,,,,,,
1985,17-29 y.,West,3067,7.424094883155982,7.382927048957876,7.465262717354088,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
1985,30-45 y.,West,3467,7.657383001043391,7.620435175112323,7.6943308269744595,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0
1985,46-65 y.,West,3282,8.095846604825368,8.062111744104069,8.129581465546668,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0
1985,66 and older,West,1099,8.279964678778825,8.225942382872837,8.333986974684812,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0
1986,0-16 y.,West,,,,,,,,,,,,
1986,17-29 y.,West,3027,7.294141097317903,7.2538071497709415,7.334475044864864,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
1986,30-45 y.,West,3258,7.556862272179396,7.52058091257294,7.5931436317858525,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
1986,46-65 y.,West,3217,8.045012436908642,8.011424439474842,8.078600434342443,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0
1986,66 and older,West,1024,8.314057795825972,8.258962709591078,8.369152882060867,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0
1987,0-16 y.,West,,,,,,,,,,,,
1987,17-29 y.,West,2166,7.402487702221358,7.355721567623036,7.449253836819681,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
1987,30-45 y.,West,2241,7.635118119736156,7.592363470954148,7.6778727685181645,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
1987,46-65 y.,West,2456,8.206311493507203,8.170385683405446,8.24223730360896,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0
1987,66 and older,West,1048,8.328047467091295,8.272362766842193,8.383732167340398,8.0,9.0,10.0,5.0,10.0,9.0,9.0,10.0
1988,0-16 y.,West,,,,,,,,,,,,
1988,17-29 y.,West,2844,7.365541425250717,7.325729654738808,7.4053531957626255,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
1988,30-45 y.,West,2946,7.467657186655296,7.429979750685014,7.505334622625577,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
1988,46-65 y.,West,3105,7.982628691299206,7.950114523489048,8.015142859109364,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0
1988,66 and older,West,1032,8.194452619160105,8.138783990973666,8.250121247346543,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0
1989,0-16 y.,West,,,,,,,,,,,,
