year,regtyp,sampreg,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,No answer / don't know,East,Good,0.39832,45,45,0.25367,0.54298
1992,Urban regions,West,Very good,0.13700,1191,7340,0.12914,0.14487
1992,Urban regions,West,Good,0.38403,2950,7340,0.37290,0.39516
1992,Urban regions,West,Satisfactory,0.30486,2040,7340,0.29433,0.31540
1992,Urban regions,West,Poor,0.12806,880,7340,0.12042,0.13571
1992,Urban regions,West,Bad,0.04604,279,7340,0.04124,0.05083
1992,Urban regions,East,Very good,0.14466,195,1315,0.12564,0.16368
1992,Urban regions,East,Good,0.43639,618,1315,0.40958,0.46321
1992,Urban regions,East,Satisfactory,0.29201,364,1315,0.26742,0.31659
1992,Urban regions,East,Poor,0.09362,106,1315,0.07787,0.10937
1992,Urban regions,East,Bad,0.03332,32,1315,0.02361,0.04302
1992,Rural regions,West,Very good,0.13173,303,1971,0.11680,0.14666
1992,Rural regions,West,Good,0.37194,763,1971,0.35060,0.39328
1992,Rural regions,West,Satisfactory,0.31498,588,1971,0.29447,0.33549
1992,Rural regions,West,Poor,0.12460,215,1971,0.11001,0.13918
1992,Rural regions,West,Bad,0.05675,102,1971,0.04653,0.06697
1992,Rural regions,East,Very good,0.14357,402,2545,0.12994,0.15719
1992,Rural regions,East,Good,0.41124,1137,2545,0.39212,0.43036
1992,Rural regions,East,Satisfactory,0.30249,711,2545,0.28464,0.32034
1992,Rural regions,East,Poor,0.10309,221,2545,0.09127,0.11490
1992,Rural regions,East,Bad,0.03962,74,2545,0.03204,0.04720
1994,Urban regions,West,Very good,0.08772,778,7152,0.08117,0.09428
1994,Urban regions,West,Good,0.37980,2893,7152,0.36855,0.39105
1994,Urban regions,West,Satisfactory,0.32795,2155,7152,0.31707,0.33883
1994,Urban regions,West,Poor,0.15961,1055,7152,0.15112,0.16810
1994,Urban regions,West,Bad,0.04492,271,7152,0.04012,0.04972
1994,Urban regions,East,Very good,0.08781,121,1308,0.07247,0.10316
1994,Urban regions,East,Good,0.37090,526,1308,0.34471,0.39709
1994,Urban regions,East,Satisfactory,0.35583,448,1308,0.32988,0.38179
1994,Urban regions,East,Poor,0.14845,176,1308,0.12918,0.16773
1994,Urban regions,East,Bad,0.03700,37,1308,0.02677,0.04724
1994,Rural regions,West,Very good,0.09893,234,1921,0.08557,0.11228
1994,Rural regions,West,Good,0.37223,773,1921,0.35061,0.39385
1994,Rural regions,West,Satisfactory,0.33448,593,1921,0.31337,0.35558
1994,Rural regions,West,Poor,0.14759,245,1921,0.13173,0.16346
1994,Rural regions,West,Bad,0.04677,76,1921,0.03733,0.05622
1994,Rural regions,East,Very good,0.07759,207,2466,0.06703,0.08815
1994,Rural regions,East,Good,0.39000,1030,2466,0.37074,0.40925
1994,Rural regions,East,Satisfactory,0.37468,874,2466,0.35557,0.39379
1994,Rural regions,East,Poor,0.11735,274,2466,0.10464,0.13005
1994,Rural regions,East,Bad,0.04039,81,2466,0.03261,0.04816
1995,Urban regions,West,Very good,0.08327,787,7497,0.07702,0.08953
1995,Urban regions,West,Good,0.38897,3117,7497,0.37794,0.40001
1995,Urban regions,West,Satisfactory,0.33221,2259,7497,0.32154,0.34287
1995,Urban regions,West,Poor,0.15107,1045,7497,0.14297,0.15918
1995,Urban regions,West,Bad,0.04447,289,7497,0.03981,0.04914
1995,Urban regions,East,Very good,0.07477,99,1209,0.05994,0.08960
1995,Urban regions,East,Good,0.35064,464,1209,0.32373,0.37755
1995,Urban regions,East,Satisfactory,0.37642,438,1209,0.34910,0.40374
1995,Urban regions,East,Poor,0.15155,167,1209,0.13133,0.17177
1995,Urban regions,East,Bad,0.04662,41,1209,0.03473,0.05851
