year,bula_h,sex,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Schleswig-Holstein,male,Good,0.40976,53,89,0.30700,0.51251
1992,Schleswig-Holstein,male,Satisfactory,0.31888,36,89,0.22151,0.41626
1992,Schleswig-Holstein,female,Good,0.34749,51,86,0.24626,0.44872
1992,Schleswig-Holstein,female,Satisfactory,0.22916,35,86,0.13981,0.31851
1992,Lower Saxony,male,Very good,0.17400,94,463,0.13943,0.20858
1992,Lower Saxony,male,Good,0.37831,184,463,0.33409,0.42253
1992,Lower Saxony,male,Satisfactory,0.30772,138,463,0.26563,0.34980
1992,Lower Saxony,male,Poor,0.10847,47,463,0.08011,0.13683
1992,Lower Saxony,female,Very good,0.11259,63,463,0.08377,0.14141
1992,Lower Saxony,female,Good,0.33097,178,463,0.28806,0.37387
1992,Lower Saxony,female,Satisfactory,0.34418,155,463,0.30086,0.38751
1992,Lower Saxony,female,Poor,0.14891,67,463,0.11645,0.18138
1992,North Rhine-Westphalia,male,Very good,0.15745,233,1233,0.13711,0.17779
1992,North Rhine-Westphalia,male,Good,0.40502,509,1233,0.37761,0.43244
1992,North Rhine-Westphalia,male,Satisfactory,0.28712,327,1233,0.26185,0.31238
1992,North Rhine-Westphalia,male,Poor,0.11723,131,1233,0.09927,0.13520
1992,North Rhine-Westphalia,male,Bad,0.03317,33,1233,0.02317,0.04318
1992,North Rhine-Westphalia,female,Very good,0.13355,204,1283,0.11493,0.15218
1992,North Rhine-Westphalia,female,Good,0.37838,507,1283,0.35183,0.40493
1992,North Rhine-Westphalia,female,Satisfactory,0.32216,367,1283,0.29657,0.34774
1992,North Rhine-Westphalia,female,Poor,0.12879,158,1283,0.11046,0.14713
1992,North Rhine-Westphalia,female,Bad,0.03711,47,1283,0.02677,0.04746
1992,Hesse,male,Very good,0.15184,91,445,0.11846,0.18522
1992,Hesse,male,Good,0.44604,203,445,0.39980,0.49227
1992,Hesse,male,Satisfactory,0.25380,113,445,0.21332,0.29428
1992,Hesse,male,Poor,0.08513,38,445,0.05917,0.11108
1992,Hesse,female,Very good,0.11738,64,458,0.08787,0.14689
1992,Hesse,female,Good,0.35646,194,458,0.31255,0.40037
