year,age_gr,m11126,proportion,n,lower_confidence,upper_confidence
1992,30-45 J.,2.0,0.16395786305492852,13316,0.15766932944954085,0.17024639666031618
1992,17-29 J.,2.0,0.13032355154251316,13316,0.12460534963482606,0.13604175345020025
1992,46-65 J.,3.0,0.11911211437170804,13316,0.11361028061296408,0.12461394813045201
1992,46-65 J.,2.0,0.10067720090293454,13316,0.09556635783166406,0.10578804397420502
1992,17-29 J.,1.0,0.08871331828442439,13316,0.08388394136960911,0.09354269519923966
1992,30-45 J.,3.0,0.07554552294958615,13316,0.07105686709743934,0.08003417880173296
1992,30-45 J.,1.0,0.05041384499623777,13316,0.04669754062680618,0.054130149365669365
1992,46-65 J.,4.0,0.04838224228743416,13316,0.04473769623018082,0.0520267883446875
1992,66 und älter,3.0,0.04747930775018811,13316,0.043867217634344785,0.05109139786603144
1992,17-29 J.,3.0,0.03829947328818661,13316,0.03503971419285373,0.04155923238351948
1992,66 und älter,4.0,0.025583145221971408,13316,0.022901393674484936,0.02826489676945788
1992,30-45 J.,4.0,0.024604966139954852,13316,0.02197366330268791,0.027236268977221794
1992,66 und älter,2.0,0.020240782543265612,13316,0.017848885364173516,0.022632679722357708
1992,46-65 J.,1.0,0.018434913468773514,13316,0.01615010772920142,0.02071971920834561
1992,46-65 J.,5.0,0.01617757712565839,13316,0.014034764108804106,0.01832039014251267
1992,66 und älter,5.0,0.013167795334838224,13316,0.01123160802662979,0.01510398264304666
1992,17-29 J.,4.0,0.008954100827689992,13316,0.007354074780310988,0.010554126875068997
1992,30-45 J.,5.0,0.005492851768246802,13316,0.004237480825120709,0.006748222711372895
1992,66 und älter,1.0,0.002332580887885628,13316,0.00151321018882786,0.0031519515869433963
1992,17-29 J.,5.0,0.002106847253574116,13316,0.0013280440583801948,0.002885650448768037
1994,30-45 J.,2.0,0.15482213746399937,12873,0.14857319144840303,0.1610710834795957
1994,17-29 J.,2.0,0.13489530629719002,12873,0.12899398935148113,0.1407966232428989
1994,46-65 J.,3.0,0.12135128823849926,12873,0.11571041915386933,0.12699215732312918
1994,30-45 J.,3.0,0.09582003580602476,12873,0.09073526021490082,0.1009048113971487
1994,46-65 J.,2.0,0.09488596559508056,12873,0.08982342140680331,0.0999485097833578
1994,46-65 J.,4.0,0.05907994084221997,12873,0.05500695804095172,0.06315292364348822
1994,17-29 J.,1.0,0.058145870631275784,12873,0.054103208478284134,0.062188532784267433
1994,17-29 J.,3.0,0.05051763057523157,12873,0.04673424045407728,0.054301020696385864
1994,66 und älter,3.0,0.04911652525881529,12873,0.04538321869170586,0.05284983182592472
1994,30-45 J.,4.0,0.03370436677823616,12873,0.03058681064939071,0.03682192290708161
1994,30-45 J.,1.0,0.03253677901455593,12873,0.029471848044903617,0.03560170998420824
1994,66 und älter,4.0,0.029501050828987314,12873,0.026578026269198425,0.0324240753887762
1994,66 und älter,2.0,0.021872810772943098,12873,0.019346038222764008,0.024399583323122188
1994,46-65 J.,5.0,0.014945123375107028,12873,0.012849099854904223,0.017041146895309833
1994,17-29 J.,4.0,0.01393321397991749,12873,0.011908353960181717,0.015958073999653266
1994,66 und älter,5.0,0.013310500505954698,12873,0.011330781132625532,0.015290219879283863
1994,46-65 J.,1.0,0.011831556005293065,12873,0.00996366036184244,0.013699451648743689
1994,30-45 J.,5.0,0.0054487428971744375,12873,0.004177062636807828,0.006720423157541047
1994,17-29 J.,5.0,0.0024908538958511714,12873,0.0016297634768768748,0.0033519443148254677
1994,66 und älter,1.0,0.0017903012376430296,12873,0.0010600200128096438,0.002520582462476415
1995,30-45 J.,2.0,0.16151929321150796,13284,0.15526107967415934,0.16777750674885658
