year,migback,pgisced97,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,No migration background,No answer / don't know,Good,0.40785,40,40,0.25361,0.56209
1992,No migration background,Pre-primary Level,Very good,0.43208,52,106,0.33732,0.52683
1992,No migration background,Pre-primary Level,Good,0.43904,54,106,0.34411,0.53396
1992,No migration background,Lower Secondary Level,Very good,0.09618,227,1794,0.08253,0.10982
1992,No migration background,Lower Secondary Level,Good,0.27454,553,1794,0.25388,0.29520
1992,No migration background,Lower Secondary Level,Satisfactory,0.38944,633,1794,0.36687,0.41201
1992,No migration background,Lower Secondary Level,Poor,0.17023,278,1794,0.15283,0.18762
1992,No migration background,Lower Secondary Level,Bad,0.06961,103,1794,0.05783,0.08139
1992,No migration background,Upper Secondary Level,Very good,0.13255,843,5744,0.12378,0.14132
1992,No migration background,Upper Secondary Level,Good,0.40651,2494,5744,0.39381,0.41921
1992,No migration background,Upper Secondary Level,Satisfactory,0.30098,1648,5744,0.28911,0.31284
1992,No migration background,Upper Secondary Level,Poor,0.11711,570,5744,0.10879,0.12542
1992,No migration background,Upper Secondary Level,Bad,0.04286,189,5744,0.03762,0.04810
1992,No migration background,Post-secondary Non-tertiary Level,Very good,0.18358,55,250,0.13549,0.23167
1992,No migration background,Post-secondary Non-tertiary Level,Good,0.49662,135,250,0.43452,0.55872
1992,No migration background,Post-secondary Non-tertiary Level,Satisfactory,0.21875,60,250,0.16740,0.27010
1992,No migration background,First Stage of Tertiary Education,Very good,0.10586,88,672,0.08258,0.12914
1992,No migration background,First Stage of Tertiary Education,Good,0.39041,295,672,0.35350,0.42732
1992,No migration background,First Stage of Tertiary Education,Satisfactory,0.33840,223,672,0.30260,0.37420
1992,No migration background,First Stage of Tertiary Education,Poor,0.12030,66,672,0.09569,0.14492
1992,No migration background,Second Stage of Tertiary Education,Very good,0.16243,257,1517,0.14386,0.18099
1992,No migration background,Second Stage of Tertiary Education,Good,0.47337,759,1517,0.44823,0.49850
1992,No migration background,Second Stage of Tertiary Education,Satisfactory,0.26215,371,1517,0.24001,0.28429
1992,No migration background,Second Stage of Tertiary Education,Poor,0.07105,96,1517,0.05812,0.08398
1992,No migration background,Second Stage of Tertiary Education,Bad,0.03101,34,1517,0.02229,0.03974
1992,Direct migration background,Primary Level,Very good,0.10956,46,483,0.08168,0.13745
1992,Direct migration background,Primary Level,Good,0.30762,163,483,0.26642,0.34882
1992,Direct migration background,Primary Level,Satisfactory,0.31271,159,483,0.27133,0.35410
1992,Direct migration background,Primary Level,Poor,0.20095,115,483,0.16518,0.23673
1992,Direct migration background,Lower Secondary Level,Very good,0.12520,123,819,0.10252,0.14788
1992,Direct migration background,Lower Secondary Level,Good,0.37100,339,819,0.33789,0.40410
1992,Direct migration background,Lower Secondary Level,Satisfactory,0.26426,208,819,0.23405,0.29448
1992,Direct migration background,Lower Secondary Level,Poor,0.19569,113,819,0.16850,0.22287
1992,Direct migration background,Lower Secondary Level,Bad,0.04385,36,819,0.02982,0.05789
1992,Direct migration background,Upper Secondary Level,Very good,0.12459,134,846,0.10232,0.14686
1992,Direct migration background,Upper Secondary Level,Good,0.40574,343,846,0.37263,0.43884
