year,pgisced97,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,No answer / don't know,Very good,0.28206,55,169,0.21401,0.35010
1992,No answer / don't know,Good,0.36815,71,169,0.29521,0.44108
1992,No answer / don't know,Satisfactory,0.21845,43,169,0.15597,0.28093
1992,Pre-primary Level,Very good,0.44435,85,162,0.36760,0.52111
1992,Pre-primary Level,Good,0.42562,77,162,0.34924,0.50199
1992,Primary Level,Very good,0.15065,73,626,0.12261,0.17870
1992,Primary Level,Good,0.31444,201,626,0.27804,0.35084
1992,Primary Level,Satisfactory,0.28556,184,626,0.25015,0.32098
1992,Primary Level,Poor,0.16479,127,626,0.13570,0.19387
1992,Primary Level,Bad,0.08456,41,626,0.06274,0.10637
1992,Lower Secondary Level,Very good,0.10818,426,2779,0.09663,0.11973
1992,Lower Secondary Level,Good,0.29297,960,2779,0.27604,0.30989
1992,Lower Secondary Level,Satisfactory,0.36363,855,2779,0.34574,0.38151
1992,Lower Secondary Level,Poor,0.17120,398,2779,0.15719,0.18521
1992,Lower Secondary Level,Bad,0.06403,140,2779,0.05492,0.07313
1992,Upper Secondary Level,Very good,0.13310,1023,6709,0.12497,0.14123
1992,Upper Secondary Level,Good,0.40648,2883,6709,0.39473,0.41824
1992,Upper Secondary Level,Satisfactory,0.30071,1901,6709,0.28974,0.31168
1992,Upper Secondary Level,Poor,0.11696,678,6709,0.10927,0.12465
1992,Upper Secondary Level,Bad,0.04275,224,6709,0.03790,0.04759
1992,Post-secondary Non-tertiary Level,Very good,0.17022,74,342,0.13033,0.21011
1992,Post-secondary Non-tertiary Level,Good,0.49641,181,342,0.44334,0.54948
1992,Post-secondary Non-tertiary Level,Satisfactory,0.22506,87,342,0.18073,0.26938
1992,First Stage of Tertiary Education,Very good,0.11636,101,736,0.09318,0.13955
1992,First Stage of Tertiary Education,Good,0.38576,321,736,0.35057,0.42095
1992,First Stage of Tertiary Education,Satisfactory,0.33519,243,736,0.30106,0.36932
1992,First Stage of Tertiary Education,Poor,0.11708,71,736,0.09383,0.14032
1992,Second Stage of Tertiary Education,Very good,0.17140,288,1650,0.15321,0.18959
1992,Second Stage of Tertiary Education,Good,0.46858,824,1650,0.44450,0.49267
1992,Second Stage of Tertiary Education,Satisfactory,0.25509,394,1650,0.23405,0.27613
1992,Second Stage of Tertiary Education,Poor,0.07374,106,1650,0.06113,0.08635
1992,Second Stage of Tertiary Education,Bad,0.03119,38,1650,0.02280,0.03958
1994,No answer / don't know,Very good,0.17321,40,197,0.12023,0.22619
1994,No answer / don't know,Good,0.37005,92,197,0.30246,0.43765
1994,No answer / don't know,Satisfactory,0.31349,65,197,0.24854,0.37844
1994,Pre-primary Level,Very good,0.33770,82,228,0.27618,0.39922
1994,Pre-primary Level,Good,0.48745,113,228,0.42243,0.55248
1994,Pre-primary Level,Satisfactory,0.13470,33,228,0.09029,0.17911
1994,Primary Level,Very good,0.09989,49,554,0.07490,0.12488
1994,Primary Level,Good,0.34523,189,554,0.30560,0.38485
1994,Primary Level,Satisfactory,0.29760,160,554,0.25949,0.33570
1994,Primary Level,Poor,0.15165,112,554,0.12175,0.18154
1994,Primary Level,Bad,0.10564,44,554,0.08002,0.13126
1994,Lower Secondary Level,Very good,0.08330,253,2488,0.07244,0.09416
1994,Lower Secondary Level,Good,0.28828,870,2488,0.27048,0.30608
1994,Lower Secondary Level,Satisfactory,0.35926,799,2488,0.34041,0.37812
1994,Lower Secondary Level,Poor,0.19838,429,2488,0.18271,0.21406
1994,Lower Secondary Level,Bad,0.07077,137,2488,0.06069,0.08085
1994,Upper Secondary Level,Very good,0.08061,659,6557,0.07402,0.08720
1994,Upper Secondary Level,Good,0.38368,2686,6557,0.37191,0.39545
1994,Upper Secondary Level,Satisfactory,0.34883,2159,6557,0.33729,0.36037
1994,Upper Secondary Level,Poor,0.14692,845,6557,0.13835,0.15549
1994,Upper Secondary Level,Bad,0.03996,208,6557,0.03522,0.04470
1994,Post-secondary Non-tertiary Level,Very good,0.12652,50,381,0.09310,0.15995
1994,Post-secondary Non-tertiary Level,Good,0.50795,200,381,0.45768,0.55821
1994,Post-secondary Non-tertiary Level,Satisfactory,0.23970,91,381,0.19677,0.28262
1994,Post-secondary Non-tertiary Level,Poor,0.10038,40,381,0.07016,0.13059
1994,First Stage of Tertiary Education,Very good,0.06814,57,724,0.04977,0.08651
1994,First Stage of Tertiary Education,Good,0.37791,304,724,0.34257,0.41326
1994,First Stage of Tertiary Education,Satisfactory,0.34085,251,724,0.30630,0.37540
1994,First Stage of Tertiary Education,Poor,0.17561,112,724,0.14787,0.20334
1994,Second Stage of Tertiary Education,Very good,0.09097,150,1649,0.07709,0.10485
1994,Second Stage of Tertiary Education,Good,0.46476,768,1649,0.44068,0.48884
1994,Second Stage of Tertiary Education,Satisfactory,0.30780,512,1649,0.28552,0.33009
1994,Second Stage of Tertiary Education,Poor,0.11162,183,1649,0.09642,0.12683
1994,Second Stage of Tertiary Education,Bad,0.02484,36,1649,0.01733,0.03236
1995,No answer / don't know,Very good,0.14284,45,227,0.09722,0.18846
1995,No answer / don't know,Good,0.46975,123,227,0.40468,0.53482
1995,No answer / don't know,Satisfactory,0.21641,59,227,0.16272,0.27010
1995,Pre-primary Level,Very good,0.29594,85,272,0.24159,0.35028
1995,Pre-primary Level,Good,0.52197,143,272,0.46250,0.58144
1995,Pre-primary Level,Satisfactory,0.14619,44,272,0.10413,0.18826
1995,Primary Level,Very good,0.06821,32,505,0.04620,0.09022
1995,Primary Level,Good,0.33968,175,505,0.29833,0.38102
1995,Primary Level,Satisfactory,0.30433,177,505,0.26416,0.34450
1995,Primary Level,Poor,0.24372,121,505,0.20623,0.28120
1995,Lower Secondary Level,Very good,0.07609,258,2486,0.06567,0.08652
1995,Lower Secondary Level,Good,0.29250,867,2486,0.27461,0.31039
1995,Lower Secondary Level,Satisfactory,0.34145,760,2486,0.32280,0.36009
1995,Lower Secondary Level,Poor,0.21445,454,2486,0.19831,0.23058
1995,Lower Secondary Level,Bad,0.07551,147,2486,0.06512,0.08590
1995,Upper Secondary Level,Very good,0.07176,596,6709,0.06558,0.07793
1995,Upper Secondary Level,Good,0.38897,2807,6709,0.37731,0.40064
1995,Upper Secondary Level,Satisfactory,0.35090,2206,6709,0.33948,0.36232
1995,Upper Secondary Level,Poor,0.14665,876,6709,0.13818,0.15511
1995,Upper Secondary Level,Bad,0.04173,224,6709,0.03694,0.04651
1995,Post-secondary Non-tertiary Level,Very good,0.12442,56,459,0.09419,0.15464
1995,Post-secondary Non-tertiary Level,Good,0.52005,238,459,0.47429,0.56580
1995,Post-secondary Non-tertiary Level,Satisfactory,0.25128,124,459,0.21155,0.29100
1995,Post-secondary Non-tertiary Level,Poor,0.08118,41,459,0.05617,0.10619
1995,First Stage of Tertiary Education,Very good,0.08167,61,733,0.06183,0.10151
1995,First Stage of Tertiary Education,Good,0.39467,316,733,0.35926,0.43008
1995,First Stage of Tertiary Education,Satisfactory,0.36247,266,733,0.32764,0.39729
1995,First Stage of Tertiary Education,Poor,0.12967,90,733,0.10533,0.15401
1995,Second Stage of Tertiary Education,Very good,0.08989,170,1748,0.07648,0.10331
1995,Second Stage of Tertiary Education,Good,0.44356,790,1748,0.42027,0.46686
1995,Second Stage of Tertiary Education,Satisfactory,0.34603,584,1748,0.32372,0.36833
1995,Second Stage of Tertiary Education,Poor,0.10356,168,1748,0.08927,0.11785
1995,Second Stage of Tertiary Education,Bad,0.01695,36,1748,0.01090,0.02301
1996,No answer / don't know,Very good,0.11726,41,253,0.07754,0.15699
1996,No answer / don't know,Good,0.44586,118,253,0.38449,0.50723
1996,No answer / don't know,Satisfactory,0.25725,63,253,0.20328,0.31122
1996,No answer / don't know,Poor,0.13425,31,253,0.09216,0.17634
1996,Pre-primary Level,Very good,0.32227,96,277,0.26713,0.37740
1996,Pre-primary Level,Good,0.43898,133,277,0.38043,0.49753
1996,Pre-primary Level,Satisfactory,0.16660,48,277,0.12264,0.21056
1996,Primary Level,Very good,0.07687,36,490,0.05326,0.10048
1996,Primary Level,Good,0.30858,149,490,0.26764,0.34952
1996,Primary Level,Satisfactory,0.34586,172,490,0.30370,0.38802
1996,Primary Level,Poor,0.17209,97,490,0.13863,0.20555
1996,Primary Level,Bad,0.09661,36,490,0.07042,0.12279
1996,Lower Secondary Level,Very good,0.06207,209,2381,0.05238,0.07177
1996,Lower Secondary Level,Good,0.29142,808,2381,0.27317,0.30968
1996,Lower Secondary Level,Satisfactory,0.37123,817,2381,0.35182,0.39064
1996,Lower Secondary Level,Poor,0.20490,412,2381,0.18868,0.22111
1996,Lower Secondary Level,Bad,0.07037,135,2381,0.06010,0.08065
1996,Upper Secondary Level,Very good,0.07786,613,6603,0.07139,0.08432
1996,Upper Secondary Level,Good,0.36856,2637,6603,0.35693,0.38020
1996,Upper Secondary Level,Satisfactory,0.37441,2319,6603,0.36274,0.38609
1996,Upper Secondary Level,Poor,0.14074,829,6603,0.13235,0.14913
1996,Upper Secondary Level,Bad,0.03843,205,6603,0.03379,0.04307
1996,Post-secondary Non-tertiary Level,Very good,0.11692,56,460,0.08753,0.14632
1996,Post-secondary Non-tertiary Level,Good,0.52489,243,460,0.47920,0.57057
1996,Post-secondary Non-tertiary Level,Satisfactory,0.24697,123,460,0.20752,0.28643
1996,Post-secondary Non-tertiary Level,Poor,0.08696,38,460,0.06118,0.11273
1996,First Stage of Tertiary Education,Very good,0.08654,78,735,0.06620,0.10689
1996,First Stage of Tertiary Education,Good,0.37240,314,735,0.33742,0.40737
1996,First Stage of Tertiary Education,Satisfactory,0.35386,258,735,0.31927,0.38846
1996,First Stage of Tertiary Education,Poor,0.14599,85,735,0.12045,0.17154
1996,Second Stage of Tertiary Education,Very good,0.09136,159,1762,0.07790,0.10482
1996,Second Stage of Tertiary Education,Good,0.47477,834,1762,0.45145,0.49810
1996,Second Stage of Tertiary Education,Satisfactory,0.30718,552,1762,0.28563,0.32873
1996,Second Stage of Tertiary Education,Poor,0.10402,183,1762,0.08976,0.11828
1996,Second Stage of Tertiary Education,Bad,0.02267,34,1762,0.01571,0.02962
1997,No answer / don't know,Very good,0.14496,46,236,0.09995,0.18998
1997,No answer / don't know,Good,0.46202,131,236,0.39827,0.52576
1997,No answer / don't know,Satisfactory,0.24201,59,236,0.18725,0.29677
1997,Pre-primary Level,Very good,0.35062,107,301,0.29663,0.40462
1997,Pre-primary Level,Good,0.46838,149,301,0.41191,0.52484
1997,Pre-primary Level,Satisfactory,0.14466,45,301,0.10485,0.18446
1997,Primary Level,Good,0.35361,159,439,0.30883,0.39838
1997,Primary Level,Satisfactory,0.30428,153,439,0.26119,0.34737
1997,Primary Level,Poor,0.21443,92,439,0.17599,0.25287
1997,Primary Level,Bad,0.06984,35,439,0.04597,0.09371
1997,Lower Secondary Level,Very good,0.06212,195,2321,0.05229,0.07194
1997,Lower Secondary Level,Good,0.28394,814,2321,0.26559,0.30228
1997,Lower Secondary Level,Satisfactory,0.37751,790,2321,0.35778,0.39723
1997,Lower Secondary Level,Poor,0.21039,405,2321,0.19380,0.22698
1997,Lower Secondary Level,Bad,0.06605,117,2321,0.05595,0.07616
1997,Upper Secondary Level,Very good,0.07781,546,6475,0.07128,0.08433
1997,Upper Secondary Level,Good,0.38144,2759,6475,0.36961,0.39327
1997,Upper Secondary Level,Satisfactory,0.36161,2162,6475,0.34990,0.37331
1997,Upper Secondary Level,Poor,0.13422,770,6475,0.12592,0.14253
1997,Upper Secondary Level,Bad,0.04492,238,6475,0.03988,0.04997
1997,Post-secondary Non-tertiary Level,Very good,0.12997,50,444,0.09865,0.16128
1997,Post-secondary Non-tertiary Level,Good,0.50353,233,444,0.45697,0.55009
1997,Post-secondary Non-tertiary Level,Satisfactory,0.28276,126,444,0.24082,0.32470
1997,Post-secondary Non-tertiary Level,Poor,0.07366,35,444,0.04933,0.09798
1997,First Stage of Tertiary Education,Very good,0.07053,60,733,0.05198,0.08908
1997,First Stage of Tertiary Education,Good,0.38291,318,733,0.34770,0.41813
1997,First Stage of Tertiary Education,Satisfactory,0.38321,267,733,0.34799,0.41843
1997,First Stage of Tertiary Education,Poor,0.12750,88,733,0.10334,0.15166
1997,Second Stage of Tertiary Education,Very good,0.08718,143,1737,0.07391,0.10045
