year,quintil_oecd,sex,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,1st Quintile,male,Very good,0.14608,197,1181,0.12593,0.16623
1992,1st Quintile,male,Good,0.35392,466,1181,0.32664,0.38121
1992,1st Quintile,male,Satisfactory,0.29524,314,1181,0.26921,0.32127
1992,1st Quintile,male,Poor,0.11941,130,1181,0.10091,0.13791
1992,1st Quintile,male,Bad,0.08535,74,1181,0.06941,0.10129
1992,1st Quintile,female,Very good,0.10097,199,1583,0.08612,0.11582
1992,1st Quintile,female,Good,0.28206,536,1583,0.25989,0.30424
1992,1st Quintile,female,Satisfactory,0.34363,509,1583,0.32023,0.36703
1992,1st Quintile,female,Poor,0.18374,246,1583,0.16466,0.20282
1992,1st Quintile,female,Bad,0.08960,93,1583,0.07552,0.10367
1992,2nd Quintile,male,Very good,0.15682,249,1367,0.13754,0.17610
1992,2nd Quintile,male,Good,0.41511,623,1367,0.38898,0.44124
1992,2nd Quintile,male,Satisfactory,0.28643,345,1367,0.26245,0.31040
1992,2nd Quintile,male,Poor,0.09581,108,1367,0.08020,0.11141
1992,2nd Quintile,male,Bad,0.04584,42,1367,0.03475,0.05693
1992,2nd Quintile,female,Very good,0.10735,215,1498,0.09167,0.12303
1992,2nd Quintile,female,Good,0.35725,633,1498,0.33297,0.38152
1992,2nd Quintile,female,Satisfactory,0.33198,416,1498,0.30812,0.35584
1992,2nd Quintile,female,Poor,0.15517,178,1498,0.13682,0.17351
1992,2nd Quintile,female,Bad,0.04826,56,1498,0.03740,0.05911
1992,3rd Quintile,male,Very good,0.16167,242,1306,0.14170,0.18165
1992,3rd Quintile,male,Good,0.41127,560,1306,0.38457,0.43797
1992,3rd Quintile,male,Satisfactory,0.28650,339,1306,0.26197,0.31103
1992,3rd Quintile,male,Poor,0.10619,126,1306,0.08948,0.12291
1992,3rd Quintile,male,Bad,0.03437,39,1306,0.02448,0.04425
1992,3rd Quintile,female,Very good,0.13507,199,1355,0.11686,0.15327
1992,3rd Quintile,female,Good,0.36713,556,1355,0.34146,0.39281
1992,3rd Quintile,female,Satisfactory,0.32949,406,1355,0.30445,0.35452
1992,3rd Quintile,female,Poor,0.12308,143,1355,0.10558,0.14058
1992,3rd Quintile,female,Bad,0.04523,51,1355,0.03416,0.05630
1992,4th Quintile,male,Very good,0.15785,256,1332,0.13827,0.17744
1992,4th Quintile,male,Good,0.43065,568,1332,0.40405,0.45725
1992,4th Quintile,male,Satisfactory,0.29401,360,1332,0.26953,0.31848
1992,4th Quintile,male,Poor,0.08945,115,1332,0.07412,0.10478
1992,4th Quintile,male,Bad,0.02804,33,1332,0.01917,0.03691
1992,4th Quintile,female,Very good,0.14414,187,1269,0.12481,0.16348
1992,4th Quintile,female,Good,0.39206,530,1269,0.36519,0.41893
1992,4th Quintile,female,Satisfactory,0.29332,354,1269,0.26826,0.31838
1992,4th Quintile,female,Poor,0.12228,143,1269,0.10425,0.14032
1992,4th Quintile,female,Bad,0.04819,55,1269,0.03641,0.05998
1992,5th Quintile,male,Very good,0.15669,224,1245,0.13649,0.17689
1992,5th Quintile,male,Good,0.46249,573,1245,0.43478,0.49020
1992,5th Quintile,male,Satisfactory,0.27198,343,1245,0.24725,0.29671
1992,5th Quintile,male,Poor,0.09011,105,1245,0.07420,0.10602
1992,5th Quintile,female,Very good,0.12245,156,1103,0.10310,0.14181
1992,5th Quintile,female,Good,0.41524,472,1103,0.38615,0.44434
1992,5th Quintile,female,Satisfactory,0.31133,341,1103,0.28399,0.33867
1992,5th Quintile,female,Poor,0.12395,134,1103,0.10449,0.14340
1994,1st Quintile,male,Very good,0.11012,133,1073,0.09138,0.12886
1994,1st Quintile,male,Good,0.32942,418,1073,0.30128,0.35755
1994,1st Quintile,male,Satisfactory,0.31590,294,1073,0.28807,0.34372
1994,1st Quintile,male,Poor,0.16232,154,1073,0.14024,0.18439
1994,1st Quintile,male,Bad,0.08225,74,1073,0.06581,0.09870
1994,1st Quintile,female,Very good,0.05677,122,1443,0.04483,0.06872
1994,1st Quintile,female,Good,0.27730,486,1443,0.25420,0.30041
1994,1st Quintile,female,Satisfactory,0.34349,452,1443,0.31898,0.36800
1994,1st Quintile,female,Poor,0.22240,280,1443,0.20094,0.24387
1994,1st Quintile,female,Bad,0.10003,103,1443,0.08455,0.11552
1994,2nd Quintile,male,Very good,0.10894,142,1247,0.09164,0.12624
1994,2nd Quintile,male,Good,0.40423,538,1247,0.37699,0.43148
1994,2nd Quintile,male,Satisfactory,0.33488,402,1247,0.30868,0.36109
1994,2nd Quintile,male,Poor,0.11752,131,1247,0.09963,0.13540
1994,2nd Quintile,male,Bad,0.03443,34,1247,0.02430,0.04455
1994,2nd Quintile,female,Very good,0.06750,117,1416,0.05442,0.08057
1994,2nd Quintile,female,Good,0.35127,564,1416,0.32639,0.37614
1994,2nd Quintile,female,Satisfactory,0.36217,465,1416,0.33713,0.38721
1994,2nd Quintile,female,Poor,0.16867,217,1416,0.14916,0.18818
1994,2nd Quintile,female,Bad,0.05040,53,1416,0.03900,0.06180
1994,3rd Quintile,male,Very good,0.10531,170,1326,0.08878,0.12183
1994,3rd Quintile,male,Good,0.40464,552,1326,0.37821,0.43106
1994,3rd Quintile,male,Satisfactory,0.33352,417,1326,0.30813,0.35890
1994,3rd Quintile,male,Poor,0.11940,143,1326,0.10194,0.13686
1994,3rd Quintile,male,Bad,0.03714,44,1326,0.02696,0.04732
1994,3rd Quintile,female,Very good,0.08372,134,1382,0.06911,0.09833
1994,3rd Quintile,female,Good,0.36874,561,1382,0.34329,0.39418
1994,3rd Quintile,female,Satisfactory,0.34209,447,1382,0.31707,0.36711
1994,3rd Quintile,female,Poor,0.16455,198,1382,0.14499,0.18410
1994,3rd Quintile,female,Bad,0.04091,42,1382,0.03046,0.05135
1994,4th Quintile,male,Very good,0.09873,146,1248,0.08218,0.11529
1994,4th Quintile,male,Good,0.43729,571,1248,0.40976,0.46483
1994,4th Quintile,male,Satisfactory,0.31357,391,1248,0.28782,0.33932
1994,4th Quintile,male,Poor,0.12556,140,1248,0.10717,0.14395
1994,4th Quintile,female,Very good,0.07286,113,1259,0.05850,0.08723
1994,4th Quintile,female,Good,0.37609,492,1259,0.34932,0.40286
1994,4th Quintile,female,Satisfactory,0.35384,432,1259,0.32741,0.38026
1994,4th Quintile,female,Poor,0.16012,187,1259,0.13985,0.18038
1994,4th Quintile,female,Bad,0.03709,35,1259,0.02665,0.04754
1994,5th Quintile,male,Very good,0.09006,133,1254,0.07421,0.10591
1994,5th Quintile,male,Good,0.45452,594,1254,0.42695,0.48209
1994,5th Quintile,male,Satisfactory,0.32321,392,1254,0.29732,0.34911
1994,5th Quintile,male,Poor,0.11613,135,1254,0.09839,0.13387
1994,5th Quintile,female,Very good,0.10294,129,1143,0.08531,0.12056
1994,5th Quintile,female,Good,0.37701,443,1143,0.34890,0.40512
1994,5th Quintile,female,Satisfactory,0.34550,377,1143,0.31792,0.37308
1994,5th Quintile,female,Poor,0.14915,163,1143,0.12849,0.16981
1994,5th Quintile,female,Bad,0.02540,31,1143,0.01628,0.03453
1995,1st Quintile,male,Very good,0.11722,150,1104,0.09824,0.13621
1995,1st Quintile,male,Good,0.36175,442,1104,0.33339,0.39010
1995,1st Quintile,male,Satisfactory,0.31562,311,1104,0.28819,0.34305
1995,1st Quintile,male,Poor,0.15733,152,1104,0.13585,0.17882
1995,1st Quintile,male,Bad,0.04807,49,1104,0.03545,0.06070
1995,1st Quintile,female,Very good,0.08581,150,1427,0.07127,0.10035
1995,1st Quintile,female,Good,0.31366,504,1427,0.28957,0.33774
1995,1st Quintile,female,Satisfactory,0.32773,435,1427,0.30337,0.35210
1995,1st Quintile,female,Poor,0.19447,252,1427,0.17393,0.21501
1995,1st Quintile,female,Bad,0.07833,86,1427,0.06439,0.09228
1995,2nd Quintile,male,Very good,0.08387,146,1346,0.06905,0.09868
1995,2nd Quintile,male,Good,0.38884,573,1346,0.36279,0.41490
1995,2nd Quintile,male,Satisfactory,0.33354,399,1346,0.30834,0.35874
1995,2nd Quintile,male,Poor,0.14435,175,1346,0.12557,0.16313
1995,2nd Quintile,male,Bad,0.04940,53,1346,0.03782,0.06098
1995,2nd Quintile,female,Very good,0.06808,121,1532,0.05546,0.08070
1995,2nd Quintile,female,Good,0.31193,562,1532,0.28873,0.33514
1995,2nd Quintile,female,Satisfactory,0.35068,513,1532,0.32678,0.37458
1995,2nd Quintile,female,Poor,0.19393,256,1532,0.17413,0.21374
1995,2nd Quintile,female,Bad,0.07537,80,1532,0.06215,0.08860
1995,3rd Quintile,male,Very good,0.09056,139,1332,0.07514,0.10597
1995,3rd Quintile,male,Good,0.40793,556,1332,0.38153,0.43433
1995,3rd Quintile,male,Satisfactory,0.35526,465,1332,0.32955,0.38097
1995,3rd Quintile,male,Poor,0.11472,139,1332,0.09760,0.13184
1995,3rd Quintile,male,Bad,0.03153,33,1332,0.02214,0.04092
1995,3rd Quintile,female,Very good,0.08112,125,1386,0.06675,0.09550
1995,3rd Quintile,female,Good,0.33888,537,1386,0.31395,0.36381
1995,3rd Quintile,female,Satisfactory,0.37528,473,1386,0.34978,0.40078
1995,3rd Quintile,female,Poor,0.16825,205,1386,0.14855,0.18796
1995,3rd Quintile,female,Bad,0.03646,46,1386,0.02659,0.04634
1995,4th Quintile,male,Very good,0.08833,144,1319,0.07301,0.10365
1995,4th Quintile,male,Good,0.43273,620,1319,0.40598,0.45948
1995,4th Quintile,male,Satisfactory,0.31910,405,1319,0.29393,0.34426
1995,4th Quintile,male,Poor,0.13372,150,1319,0.11534,0.15209
1995,4th Quintile,female,Very good,0.06113,105,1306,0.04814,0.07413
1995,4th Quintile,female,Good,0.39765,544,1306,0.37110,0.42421
1995,4th Quintile,female,Satisfactory,0.34888,442,1306,0.32302,0.37474
1995,4th Quintile,female,Poor,0.15951,182,1306,0.13964,0.17938
1995,4th Quintile,female,Bad,0.03282,33,1306,0.02316,0.04249
