year,migback,quintil_oecd,m11126,proportion,n,lower_confidence,upper_confidence
1992,No migration background,1. Quintil,2.0,0.24130925507900677,13316,0.23404169617014192,0.24857681398787163
1992,No migration background,1. Quintil,3.0,0.1800601956358164,13316,0.17353386575487714,0.18658652551675567
1992,No migration background,2. Quintil,2.0,0.08623024830699774,13316,0.08146245537740003,0.09099804123659545
1992,No migration background,1. Quintil,1.0,0.081941309255079,13316,0.07728270466119008,0.08659991384896792
1992,No migration background,1. Quintil,4.0,0.06711813393528969,13316,0.06286800172145189,0.07136826614912749
1992,No migration background,2. Quintil,3.0,0.04567343867569601,13316,0.042127350430326845,0.049219526921065175
1992,Direct migration background,1. Quintil,2.0,0.04424379232505643,13316,0.0407510309604952,0.04773655368961766
1992,No migration background,2. Quintil,1.0,0.03611738148984198,13316,0.03294825640739544,0.03928650657228853
1992,Direct migration background,2. Quintil,2.0,0.031000752445447706,13316,0.028056893374218957,0.03394461151667645
1992,Direct migration background,1. Quintil,3.0,0.030624529721595184,13316,0.027698020444465045,0.03355103899872532
1992,No migration background,1. Quintil,5.0,0.024078254326561323,13316,0.021474564930405393,0.026681943722717254
1992,Direct migration background,2. Quintil,3.0,0.02091798344620015,13316,0.018487242804316538,0.023348724088083764
1992,Direct migration background,1. Quintil,1.0,0.01565086531226486,13316,0.013542659836330313,0.017759070788199407
1992,Direct migration background,1. Quintil,4.0,0.015575620767494356,13316,0.013472408817867966,0.017678832717120747
1992,Direct migration background,2. Quintil,1.0,0.013393528969149736,13316,0.011441039641883905,0.015346018296415567
1992,No migration background,2. Quintil,4.0,0.01181339352896915,13316,0.009978224820250563,0.013648562237687737
1992,Direct migration background,2. Quintil,4.0,0.011361926260346124,13316,0.009561754986705202,0.013162097533987047
1992,Indirect migration background,2. Quintil,1.0,0.008427389014296464,13316,0.0068747233106551545,0.009980054717937774
1992,Indirect migration background,2. Quintil,2.0,0.0071482317531978935,13316,0.005717327096314468,0.008579136410081319
1992,Direct migration background,1. Quintil,5.0,0.005267118133935289,13316,0.00403767358777824,0.006496562680092339
1992,Indirect migration background,1. Quintil,2.0,0.005267118133935289,13316,0.00403767358777824,0.006496562680092339
1992,Indirect migration background,1. Quintil,1.0,0.00436418359668924,13316,0.0032445628431259886,0.005483804350252492
1992,No migration background,2. Quintil,5.0,0.003762227238525207,13316,0.0027223712628565364,0.0048020832141938774
1992,Direct migration background,2. Quintil,5.0,0.0035364936042136946,13316,0.0025282016175742173,0.004544785590853172
1992,Indirect migration background,2. Quintil,3.0,0.001580135440180587,13316,0.0009054941131519484,0.0022547767672092254
1992,Indirect migration background,1. Quintil,3.0,0.001580135440180587,13316,0.0009054941131519484,0.0022547767672092254
1992,Indirect migration background,1. Quintil,4.0,0.0009029345372460496,13316,0.0003927807062274938,0.0014130883682646053
1992,Indirect migration background,2. Quintil,4.0,0.0007524454477050414,13316,0.0002867057738816994,0.0012181851215283834
1992,Indirect migration background,1. Quintil,5.0,0.00015048908954100828,13316,-5.785875159123569e-05,0.00035883693067325224
1992,Indirect migration background,2. Quintil,5.0,0.00015048908954100828,13316,-5.785875159123569e-05,0.00035883693067325224
1994,No migration background,1. Quintil,2.0,0.23273916089359384,12873,0.22543916803858305,0.24003915374860463
1994,No migration background,1. Quintil,3.0,0.2051062504864949,12873,0.1981309940994471,0.21208150687354269
1994,No migration background,1. Quintil,4.0,0.08585662022262007,12873,0.08101701161910137,0.09069622882613877
1994,No migration background,2. Quintil,2.0,0.08453335409044913,12873,0.07972771114269757,0.08933899703820068
1994,No migration background,2. Quintil,3.0,0.05448742897174438,12873,0.05056641853432343,0.058408439409165326
1994,No migration background,1. Quintil,1.0,0.05285280610259205,12873,0.04898772198353582,0.056717890221648276
1994,Direct migration background,1. Quintil,2.0,0.043434264808904804,12873,0.03991307177350941,0.0469554578443002
1994,Direct migration background,1. Quintil,3.0,0.03315949248851872,12873,0.0300663669764645,0.03625261800057294
1994,Direct migration background,2. Quintil,2.0,0.02973456838172336,12873,0.026800350999700396,0.03266878576374633
1994,No migration background,1. Quintil,5.0,0.024597182221530317,12873,0.021921399352798375,0.02727296509026226
1994,Direct migration background,1. Quintil,4.0,0.020471705456526816,12873,0.018025450651859776,0.022917960261193856
1994,No migration background,2. Quintil,1.0,0.019148439324355882,12873,0.01678096911989912,0.021515909528812643
1994,Direct migration background,2. Quintil,3.0,0.017280298902467503,12873,0.015029137451701848,0.01953146035323316
1994,No migration background,2. Quintil,4.0,0.016891102981240757,12873,0.014664996137460912,0.019117209825020604
1994,Direct migration background,1. Quintil,1.0,0.010741807425858178,12873,0.008961029778597952,0.012522585073118403
1994,Direct migration background,2. Quintil,4.0,0.010586129057367479,12873,0.008818163597273823,0.012354094517461134
1994,Direct migration background,2. Quintil,1.0,0.009185023740951195,12873,0.007537041188162482,0.010833006293739908
1994,Indirect migration background,2. Quintil,2.0,0.008795827819724449,12873,0.007182821358251714,0.010408834281197184
1994,Indirect migration background,1. Quintil,2.0,0.007239044134817467,12873,0.005774578640825626,0.008703509628809308
1994,Indirect migration background,2. Quintil,1.0,0.00700552658208142,12873,0.0055647056969320785,0.008446347467230761
