year,bula_h,quintil_oecd,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Lower Saxony,1st Quintile,Satisfactory,0.42511,39,39,0.26792,0.58229
1992,Lower Saxony,2nd Quintile,Good,0.26693,49,102,0.18066,0.35320
1992,Lower Saxony,2nd Quintile,Satisfactory,0.40346,53,102,0.30779,0.49914
1992,Lower Saxony,3rd Quintile,Good,0.37751,77,144,0.29806,0.45697
1992,Lower Saxony,3rd Quintile,Satisfactory,0.33986,67,144,0.26222,0.41749
1992,Lower Saxony,4th Quintile,Very good,0.18076,51,234,0.13135,0.23017
1992,Lower Saxony,4th Quintile,Good,0.41890,113,234,0.35554,0.48225
1992,Lower Saxony,4th Quintile,Satisfactory,0.25863,70,234,0.20240,0.31485
1992,Lower Saxony,5th Quintile,Very good,0.15470,41,199,0.10433,0.20508
1992,Lower Saxony,5th Quintile,Good,0.40975,94,199,0.34125,0.47826
1992,Lower Saxony,5th Quintile,Satisfactory,0.28636,64,199,0.22339,0.34933
1992,North Rhine-Westphalia,1st Quintile,Very good,0.15187,71,323,0.11267,0.19107
1992,North Rhine-Westphalia,1st Quintile,Good,0.32388,113,323,0.27277,0.37499
1992,North Rhine-Westphalia,1st Quintile,Satisfactory,0.29762,89,323,0.24768,0.34756
1992,North Rhine-Westphalia,1st Quintile,Poor,0.17425,50,323,0.13282,0.21569
1992,North Rhine-Westphalia,2nd Quintile,Very good,0.12678,91,506,0.09776,0.15580
1992,North Rhine-Westphalia,2nd Quintile,Good,0.36521,219,506,0.32322,0.40721
1992,North Rhine-Westphalia,2nd Quintile,Satisfactory,0.29760,133,506,0.25773,0.33748
1992,North Rhine-Westphalia,2nd Quintile,Poor,0.15114,63,506,0.11990,0.18238
1992,North Rhine-Westphalia,3rd Quintile,Very good,0.18078,103,533,0.14808,0.21348
1992,North Rhine-Westphalia,3rd Quintile,Good,0.35669,208,533,0.31599,0.39740
1992,North Rhine-Westphalia,3rd Quintile,Satisfactory,0.31791,158,533,0.27833,0.35748
1992,North Rhine-Westphalia,3rd Quintile,Poor,0.11534,64,533,0.08819,0.14248
1992,North Rhine-Westphalia,4th Quintile,Very good,0.14919,87,493,0.11771,0.18068
1992,North Rhine-Westphalia,4th Quintile,Good,0.39582,209,493,0.35261,0.43904
1992,North Rhine-Westphalia,4th Quintile,Satisfactory,0.31446,145,493,0.27343,0.35548
1992,North Rhine-Westphalia,4th Quintile,Poor,0.10727,52,493,0.07992,0.13461
1992,North Rhine-Westphalia,5th Quintile,Very good,0.12203,84,579,0.09535,0.14872
1992,North Rhine-Westphalia,5th Quintile,Good,0.46431,267,579,0.42366,0.50497
1992,North Rhine-Westphalia,5th Quintile,Satisfactory,0.29843,169,579,0.26113,0.33574
1992,North Rhine-Westphalia,5th Quintile,Poor,0.09848,59,579,0.07418,0.12277
1992,Hesse,1st Quintile,Good,0.31319,49,86,0.21459,0.41179
1992,Hesse,1st Quintile,Satisfactory,0.30278,37,86,0.20510,0.40046
1992,Hesse,2nd Quintile,Good,0.33883,54,85,0.23761,0.44004
1992,Hesse,2nd Quintile,Satisfactory,0.23985,31,85,0.14854,0.33117
1992,Hesse,3rd Quintile,Very good,0.12134,40,179,0.07337,0.16931
1992,Hesse,3rd Quintile,Good,0.45654,100,179,0.38336,0.52971
1992,Hesse,3rd Quintile,Satisfactory,0.21383,39,179,0.15360,0.27407
1992,Hesse,4th Quintile,Very good,0.12705,32,180,0.07826,0.17584
1992,Hesse,4th Quintile,Good,0.47858,95,180,0.40539,0.55176
1992,Hesse,4th Quintile,Satisfactory,0.25616,53,180,0.19222,0.32011
1992,Hesse,5th Quintile,Very good,0.17643,45,227,0.12673,0.22613
1992,Hesse,5th Quintile,Good,0.37353,99,227,0.31046,0.43660
1992,Hesse,5th Quintile,Satisfactory,0.33020,83,227,0.26888,0.39151
1992,"Rhineland-Palatinate, Saarland",1st Quintile,Satisfactory,0.32059,33,33,0.15888,0.48229
1992,"Rhineland-Palatinate, Saarland",2nd Quintile,Good,0.41962,50,85,0.31408,0.52516
1992,"Rhineland-Palatinate, Saarland",2nd Quintile,Satisfactory,0.35334,35,85,0.25112,0.45557
1992,"Rhineland-Palatinate, Saarland",3rd Quintile,Very good,0.20130,34,127,0.13129,0.27132
1992,"Rhineland-Palatinate, Saarland",3rd Quintile,Good,0.27558,41,127,0.19756,0.35359
1992,"Rhineland-Palatinate, Saarland",3rd Quintile,Satisfactory,0.35803,52,127,0.27432,0.44174
1992,"Rhineland-Palatinate, Saarland",4th Quintile,Good,0.45300,74,121,0.36394,0.54207
1992,"Rhineland-Palatinate, Saarland",4th Quintile,Satisfactory,0.34838,47,121,0.26313,0.43362
1992,"Rhineland-Palatinate, Saarland",5th Quintile,Good,0.39661,58,99,0.29976,0.49347
1992,"Rhineland-Palatinate, Saarland",5th Quintile,Satisfactory,0.28974,41,99,0.19993,0.37956
1992,Baden-Wuerttemberg,1st Quintile,Good,0.34865,68,150,0.27213,0.42517
1992,Baden-Wuerttemberg,1st Quintile,Satisfactory,0.28643,43,150,0.21383,0.35902
1992,Baden-Wuerttemberg,1st Quintile,Poor,0.21342,39,150,0.14763,0.27921
1992,Baden-Wuerttemberg,2nd Quintile,Very good,0.08977,46,318,0.05831,0.12124
1992,Baden-Wuerttemberg,2nd Quintile,Good,0.37331,139,318,0.32007,0.42656
1992,Baden-Wuerttemberg,2nd Quintile,Satisfactory,0.32830,91,318,0.27660,0.37999
1992,Baden-Wuerttemberg,2nd Quintile,Poor,0.16287,42,318,0.12222,0.20352
1992,Baden-Wuerttemberg,3rd Quintile,Very good,0.13454,59,333,0.09783,0.17124
