year,quintil_oecd,regtyp,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,1st Quintile,Urban regions,Very good,0.11658,210,1401,0.09977,0.13339
1992,1st Quintile,Urban regions,Good,0.32577,512,1401,0.30122,0.35032
1992,1st Quintile,Urban regions,Satisfactory,0.29717,389,1401,0.27323,0.32111
1992,1st Quintile,Urban regions,Poor,0.16552,204,1401,0.14605,0.18499
1992,1st Quintile,Urban regions,Bad,0.09496,86,1401,0.07961,0.11032
1992,1st Quintile,Rural regions,Very good,0.12167,176,1313,0.10398,0.13936
1992,1st Quintile,Rural regions,Good,0.29066,469,1313,0.26609,0.31523
1992,1st Quintile,Rural regions,Satisfactory,0.35855,422,1313,0.33260,0.38450
1992,1st Quintile,Rural regions,Poor,0.14871,168,1313,0.12946,0.16796
1992,1st Quintile,Rural regions,Bad,0.08041,78,1313,0.06570,0.09513
1992,2nd Quintile,Urban regions,Very good,0.12483,262,1673,0.10899,0.14068
1992,2nd Quintile,Urban regions,Good,0.36327,702,1673,0.34021,0.38632
1992,2nd Quintile,Urban regions,Satisfactory,0.32318,450,1673,0.30076,0.34560
1992,2nd Quintile,Urban regions,Poor,0.13776,193,1673,0.12124,0.15428
1992,2nd Quintile,Urban regions,Bad,0.05096,66,1673,0.04042,0.06150
1992,2nd Quintile,Rural regions,Very good,0.13504,191,1161,0.11537,0.15471
1992,2nd Quintile,Rural regions,Good,0.42006,540,1161,0.39166,0.44847
1992,2nd Quintile,Rural regions,Satisfactory,0.29249,308,1161,0.26631,0.31867
1992,2nd Quintile,Rural regions,Poor,0.11178,91,1161,0.09365,0.12991
1992,2nd Quintile,Rural regions,Bad,0.04062,31,1161,0.02926,0.05199
1992,3rd Quintile,Urban regions,Very good,0.15910,308,1747,0.14194,0.17626
1992,3rd Quintile,Urban regions,Good,0.37500,707,1747,0.35229,0.39771
1992,3rd Quintile,Urban regions,Satisfactory,0.31502,495,1747,0.29323,0.33681
1992,3rd Quintile,Urban regions,Poor,0.11223,182,1747,0.09742,0.12703
1992,3rd Quintile,Urban regions,Bad,0.03865,55,1747,0.02961,0.04769
1992,3rd Quintile,Rural regions,Very good,0.12182,130,900,0.10044,0.14321
1992,3rd Quintile,Rural regions,Good,0.41495,402,900,0.38274,0.44716
1992,3rd Quintile,Rural regions,Satisfactory,0.29644,246,900,0.26658,0.32629
1992,3rd Quintile,Rural regions,Poor,0.12296,87,900,0.10149,0.14442
1992,3rd Quintile,Rural regions,Bad,0.04383,35,900,0.03045,0.05722
1992,4th Quintile,Urban regions,Very good,0.14443,304,1880,0.12854,0.16033
1992,4th Quintile,Urban regions,Good,0.40685,797,1880,0.38463,0.42906
1992,4th Quintile,Urban regions,Satisfactory,0.29882,513,1880,0.27813,0.31952
1992,4th Quintile,Urban regions,Poor,0.11368,205,1880,0.09933,0.12803
1992,4th Quintile,Urban regions,Bad,0.03622,61,1880,0.02777,0.04466
1992,4th Quintile,Rural regions,Very good,0.16839,136,682,0.14029,0.19650
1992,4th Quintile,Rural regions,Good,0.42640,297,682,0.38925,0.46354
1992,4th Quintile,Rural regions,Satisfactory,0.27973,197,682,0.24601,0.31344
1992,4th Quintile,Rural regions,Poor,0.08297,52,682,0.06225,0.10368
1992,5th Quintile,Urban regions,Very good,0.13680,301,1951,0.12155,0.15205
1992,5th Quintile,Urban regions,Good,0.43897,849,1951,0.41694,0.46099
1992,5th Quintile,Urban regions,Satisfactory,0.28991,557,1951,0.26977,0.31005
1992,5th Quintile,Urban regions,Poor,0.11061,201,1951,0.09669,0.12453
1992,5th Quintile,Urban regions,Bad,0.02371,43,1951,0.01696,0.03047
1992,5th Quintile,Rural regions,Very good,0.14986,72,428,0.11601,0.18372
1992,5th Quintile,Rural regions,Good,0.44976,192,428,0.40258,0.49695
1992,5th Quintile,Rural regions,Satisfactory,0.29641,126,428,0.25310,0.33973
1992,5th Quintile,Rural regions,Poor,0.08609,38,428,0.05948,0.11270
1994,1st Quintile,Urban regions,Very good,0.08082,167,1537,0.06719,0.09445
1994,1st Quintile,Urban regions,Good,0.30377,561,1537,0.28077,0.32677
1994,1st Quintile,Urban regions,Satisfactory,0.30311,404,1537,0.28012,0.32609
1994,1st Quintile,Urban regions,Poor,0.21306,288,1537,0.19258,0.23354
1994,1st Quintile,Urban regions,Bad,0.09925,117,1537,0.08430,0.11420
1994,1st Quintile,Rural regions,Very good,0.07421,88,979,0.05778,0.09063
1994,1st Quintile,Rural regions,Good,0.28928,343,979,0.26086,0.31770
1994,1st Quintile,Rural regions,Satisfactory,0.38195,342,979,0.35149,0.41240
1994,1st Quintile,Rural regions,Poor,0.17263,146,979,0.14894,0.19632
1994,1st Quintile,Rural regions,Bad,0.08194,60,979,0.06475,0.09913
1994,2nd Quintile,Urban regions,Very good,0.08271,155,1617,0.06928,0.09614
1994,2nd Quintile,Urban regions,Good,0.37869,687,1617,0.35504,0.40234
1994,2nd Quintile,Urban regions,Satisfactory,0.33854,495,1617,0.31547,0.36161
1994,2nd Quintile,Urban regions,Poor,0.15705,228,1617,0.13931,0.17479
1994,2nd Quintile,Urban regions,Bad,0.04301,52,1617,0.03312,0.05290
1994,2nd Quintile,Rural regions,Very good,0.09262,104,1046,0.07504,0.11019
1994,2nd Quintile,Rural regions,Good,0.37022,415,1046,0.34095,0.39950
1994,2nd Quintile,Rural regions,Satisfactory,0.36804,372,1046,0.33880,0.39728
1994,2nd Quintile,Rural regions,Poor,0.12589,120,1046,0.10577,0.14600
1994,2nd Quintile,Rural regions,Bad,0.04324,35,1046,0.03090,0.05557
1994,3rd Quintile,Urban regions,Very good,0.09577,193,1667,0.08164,0.10990
1994,3rd Quintile,Urban regions,Good,0.37937,666,1667,0.35607,0.40267
1994,3rd Quintile,Urban regions,Satisfactory,0.32953,520,1667,0.30696,0.35210
1994,3rd Quintile,Urban regions,Poor,0.15275,232,1667,0.13548,0.17003
1994,3rd Quintile,Urban regions,Bad,0.04259,56,1667,0.03289,0.05228
1994,3rd Quintile,Rural regions,Very good,0.09081,111,1011,0.07309,0.10853
1994,3rd Quintile,Rural regions,Good,0.39912,447,1011,0.36892,0.42933
1994,3rd Quintile,Rural regions,Satisfactory,0.35465,344,1011,0.32515,0.38416
1994,3rd Quintile,Rural regions,Poor,0.12323,109,1011,0.10296,0.14350
1994,4th Quintile,Urban regions,Very good,0.08922,188,1767,0.07593,0.10252
1994,4th Quintile,Urban regions,Good,0.39906,721,1767,0.37622,0.42190
1994,4th Quintile,Urban regions,Satisfactory,0.33443,578,1767,0.31243,0.35644
1994,4th Quintile,Urban regions,Poor,0.14719,238,1767,0.13067,0.16372
1994,4th Quintile,Urban regions,Bad,0.03010,42,1767,0.02213,0.03806
1994,4th Quintile,Rural regions,Very good,0.07759,71,747,0.05839,0.09679
1994,4th Quintile,Rural regions,Good,0.42811,342,747,0.39260,0.46361
1994,4th Quintile,Rural regions,Satisfactory,0.33076,245,747,0.29700,0.36452
1994,4th Quintile,Rural regions,Poor,0.13064,89,747,0.10646,0.15483
1994,5th Quintile,Urban regions,Very good,0.08822,195,1865,0.07534,0.10109
1994,5th Quintile,Urban regions,Good,0.41259,781,1865,0.39024,0.43494
1994,5th Quintile,Urban regions,Satisfactory,0.34310,605,1865,0.32155,0.36465
1994,5th Quintile,Urban regions,Poor,0.13545,243,1865,0.11991,0.15098
1994,5th Quintile,Urban regions,Bad,0.02065,41,1865,0.01419,0.02710
1994,5th Quintile,Rural regions,Very good,0.12602,67,542,0.09805,0.15398
1994,5th Quintile,Rural regions,Good,0.44249,256,542,0.40064,0.48434
1994,5th Quintile,Rural regions,Satisfactory,0.29648,164,542,0.25800,0.33497
1994,5th Quintile,Rural regions,Poor,0.11564,55,542,0.08870,0.14259
1995,1st Quintile,Urban regions,Very good,0.10910,201,1610,0.09386,0.12433
1995,1st Quintile,Urban regions,Good,0.32530,585,1610,0.30241,0.34819
