"plh0109","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"1 Sehr wichtig","1990","(noch) kein Abschluss","maennlich","40","0.465724686322784","0.360299094222991","0.571150278422577"
"1 Sehr wichtig","1990","(noch) kein Abschluss","weiblich","45","0.520474867590682","0.41100145255149","0.629948282629874"
"1 Sehr wichtig","1990","Hauptschule","maennlich","1290","0.657049932629398","0.635626360767358","0.678473504491439"
"1 Sehr wichtig","1990","Hauptschule","weiblich","1412","0.601445377746911","0.580798079252075","0.622092676241747"
"1 Sehr wichtig","1990","Realschule","maennlich","395","0.620879334771587","0.582187265811901","0.659571403731273"
"1 Sehr wichtig","1990","Realschule","weiblich","657","0.673614093864027","0.643165994821978","0.704062192906075"
"1 Sehr wichtig","1990","(Fach-)Abitur","maennlich","197","0.59772887523884","0.544335529687141","0.651122220790539"
"1 Sehr wichtig","1990","(Fach-)Abitur","weiblich","176","0.705225031148768","0.647054738331891","0.763395323965646"
"1 Sehr wichtig","1990","AkademikerIn","maennlich","315","0.699192720059771","0.656145266461561","0.74224017365798"
"1 Sehr wichtig","1990","AkademikerIn","weiblich","148","0.634868873181874","0.570809207156479","0.698928539207269"
"2 Wichtig","1990","(noch) kein Abschluss","maennlich","30","0.348274576787162","0.247583245395918","0.448965908178406"
"2 Wichtig","1990","(noch) kein Abschluss","weiblich","","","",""
"2 Wichtig","1990","Hauptschule","maennlich","487","0.272667504878278","0.252569153516284","0.292765856240271"
"2 Wichtig","1990","Hauptschule","weiblich","536","0.264338752501421","0.245741851758254","0.282935653244587"
"2 Wichtig","1990","Realschule","maennlich","168","0.292330197162937","0.25605733767815","0.328603056647723"
"2 Wichtig","1990","Realschule","weiblich","191","0.227379464267166","0.200162000992144","0.254596927542188"
"2 Wichtig","1990","(Fach-)Abitur","maennlich","99","0.29778065227782","0.247988577877805","0.347572726677836"
"2 Wichtig","1990","(Fach-)Abitur","weiblich","43","0.196786589351858","0.14606354467898","0.247509634024736"
"2 Wichtig","1990","AkademikerIn","maennlich","99","0.23397229390228","0.194233992289427","0.273710595515132"
"2 Wichtig","1990","AkademikerIn","weiblich","52","0.269438654427971","0.210408146593887","0.328469162262056"
"3 Weniger wichtig","1990","(noch) kein Abschluss","maennlich","","","",""
"3 Weniger wichtig","1990","(noch) kein Abschluss","weiblich","","","",""
"3 Weniger wichtig","1990","Hauptschule","maennlich","67","0.0426861593044837","0.0335629433272995","0.051809375281668"
"3 Weniger wichtig","1990","Hauptschule","weiblich","82","0.0492654087856652","0.0401385378630891","0.0583922797082413"
"3 Weniger wichtig","1990","Realschule","maennlich","30","0.0615961354026758","0.0424226420147692","0.0807696287905824"
"3 Weniger wichtig","1990","Realschule","weiblich","","","",""
"3 Weniger wichtig","1990","(Fach-)Abitur","maennlich","","","",""
"3 Weniger wichtig","1990","(Fach-)Abitur","weiblich","","","",""
"3 Weniger wichtig","1990","AkademikerIn","maennlich","","","",""
"3 Weniger wichtig","1990","AkademikerIn","weiblich","","","",""
"4 Ganz unwichtig","1990","(noch) kein Abschluss","maennlich","","","",""
"4 Ganz unwichtig","1990","(noch) kein Abschluss","weiblich","","","",""
"4 Ganz unwichtig","1990","Hauptschule","maennlich","42","0.0275964031878402","0.0202033000339919","0.0349895063416885"
"4 Ganz unwichtig","1990","Hauptschule","weiblich","130","0.0849504609660031","0.0731926523006468","0.0967082696313594"
"4 Ganz unwichtig","1990","Realschule","maennlich","","","",""
"4 Ganz unwichtig","1990","Realschule","weiblich","38","0.065823512983863","0.0497209911419283","0.0819260348257977"
"4 Ganz unwichtig","1990","(Fach-)Abitur","maennlich","","","",""
"4 Ganz unwichtig","1990","(Fach-)Abitur","weiblich","","","",""
"4 Ganz unwichtig","1990","AkademikerIn","maennlich","","","",""
"4 Ganz unwichtig","1990","AkademikerIn","weiblich","","","",""
"1 Sehr wichtig","1991","(noch) kein Abschluss","maennlich","","","",""
"1 Sehr wichtig","1991","(noch) kein Abschluss","weiblich","","","",""
"1 Sehr wichtig","1991","Hauptschule","maennlich","","","",""
"1 Sehr wichtig","1991","Hauptschule","weiblich","","","",""
"1 Sehr wichtig","1991","Realschule","maennlich","","","",""
"1 Sehr wichtig","1991","Realschule","weiblich","","","",""
"1 Sehr wichtig","1991","(Fach-)Abitur","maennlich","","","",""
"1 Sehr wichtig","1991","(Fach-)Abitur","weiblich","","","",""
"1 Sehr wichtig","1991","AkademikerIn","maennlich","","","",""
"1 Sehr wichtig","1991","AkademikerIn","weiblich","","","",""
"2 Wichtig","1991","(noch) kein Abschluss","maennlich","","","",""
"2 Wichtig","1991","(noch) kein Abschluss","weiblich","","","",""
"2 Wichtig","1991","Hauptschule","maennlich","","","",""
"2 Wichtig","1991","Hauptschule","weiblich","","","",""
"2 Wichtig","1991","Realschule","maennlich","","","",""
"2 Wichtig","1991","Realschule","weiblich","","","",""
"2 Wichtig","1991","(Fach-)Abitur","maennlich","","","",""
"2 Wichtig","1991","(Fach-)Abitur","weiblich","","","",""
"2 Wichtig","1991","AkademikerIn","maennlich","","","",""
"2 Wichtig","1991","AkademikerIn","weiblich","","","",""
"3 Weniger wichtig","1991","(noch) kein Abschluss","maennlich","","","",""
"3 Weniger wichtig","1991","(noch) kein Abschluss","weiblich","","","",""
"3 Weniger wichtig","1991","Hauptschule","maennlich","","","",""
"3 Weniger wichtig","1991","Hauptschule","weiblich","","","",""
"3 Weniger wichtig","1991","Realschule","maennlich","","","",""
"3 Weniger wichtig","1991","Realschule","weiblich","","","",""
"3 Weniger wichtig","1991","(Fach-)Abitur","maennlich","","","",""
"3 Weniger wichtig","1991","(Fach-)Abitur","weiblich","","","",""
"3 Weniger wichtig","1991","AkademikerIn","maennlich","","","",""
"3 Weniger wichtig","1991","AkademikerIn","weiblich","","","",""
"4 Ganz unwichtig","1991","(noch) kein Abschluss","maennlich","","","",""
"4 Ganz unwichtig","1991","(noch) kein Abschluss","weiblich","","","",""
"4 Ganz unwichtig","1991","Hauptschule","maennlich","","","",""
"4 Ganz unwichtig","1991","Hauptschule","weiblich","","","",""
"4 Ganz unwichtig","1991","Realschule","maennlich","","","",""
"4 Ganz unwichtig","1991","Realschule","weiblich","","","",""
"4 Ganz unwichtig","1991","(Fach-)Abitur","maennlich","","","",""
"4 Ganz unwichtig","1991","(Fach-)Abitur","weiblich","","","",""
"4 Ganz unwichtig","1991","AkademikerIn","maennlich","","","",""
"4 Ganz unwichtig","1991","AkademikerIn","weiblich","","","",""
"1 Sehr wichtig","1992","(noch) kein Abschluss","maennlich","50","0.445258885738513","0.351089946792428","0.539427824684597"
"1 Sehr wichtig","1992","(noch) kein Abschluss","weiblich","72","0.581743589549207","0.494570459230683","0.66891671986773"
"1 Sehr wichtig","1992","Hauptschule","maennlich","1701","0.668048794848145","0.649333032452681","0.686764557243608"
"1 Sehr wichtig","1992","Hauptschule","weiblich","1893","0.617128691520064","0.599194414795453","0.635062968244675"
"1 Sehr wichtig","1992","Realschule","maennlich","951","0.678953135195591","0.653833302346769","0.704072968044412"
"1 Sehr wichtig","1992","Realschule","weiblich","1252","0.714218088571775","0.692285642019079","0.736150535124471"
"1 Sehr wichtig","1992","(Fach-)Abitur","maennlich","260","0.656972391763724","0.609553016981392","0.704391766546056"
"1 Sehr wichtig","1992","(Fach-)Abitur","weiblich","240","0.717424030411123","0.667140205474565","0.767707855347681"
"1 Sehr wichtig","1992","AkademikerIn","maennlich","668","0.726028723339192","0.696477634834933","0.755579811843452"
"1 Sehr wichtig","1992","AkademikerIn","weiblich","566","0.723864903668148","0.691388198269815","0.75634160906648"
"2 Wichtig","1992","(noch) kein Abschluss","maennlich","36","0.362257684696346","0.271185108286239","0.453330261106454"
"2 Wichtig","1992","(noch) kein Abschluss","weiblich","39","0.335950419345979","0.252479848720853","0.419420989971105"
"2 Wichtig","1992","Hauptschule","maennlich","599","0.262958690187918","0.245461996667036","0.280455383708799"
"2 Wichtig","1992","Hauptschule","weiblich","625","0.238032283079459","0.222319402740915","0.253745163418004"
"2 Wichtig","1992","Realschule","maennlich","291","0.247548083797738","0.224327037181844","0.270769130413633"
"2 Wichtig","1992","Realschule","weiblich","291","0.203282317790085","0.18374538786901","0.22281924771116"
"2 Wichtig","1992","(Fach-)Abitur","maennlich","107","0.296580017109244","0.250955737511888","0.342204296706601"
"2 Wichtig","1992","(Fach-)Abitur","weiblich","40","0.159707308919489","0.118795336141351","0.200619281697627"
"2 Wichtig","1992","AkademikerIn","maennlich","178","0.211506632415127","0.184448047403698","0.238565217426557"
"2 Wichtig","1992","AkademikerIn","weiblich","116","0.18255611292719","0.154494697927572","0.210617527926809"
"3 Weniger wichtig","1992","(noch) kein Abschluss","maennlich","","","",""
"3 Weniger wichtig","1992","(noch) kein Abschluss","weiblich","","","",""
"3 Weniger wichtig","1992","Hauptschule","maennlich","76","0.0363922057933093","0.028949674872359","0.0438347367142595"
"3 Weniger wichtig","1992","Hauptschule","weiblich","90","0.0416160079413081","0.0342476694132261","0.0489843464693901"
"3 Weniger wichtig","1992","Realschule","maennlich","59","0.0490697934096739","0.0374474403025241","0.0606921465168237"
"3 Weniger wichtig","1992","Realschule","weiblich","45","0.0306478778126804","0.0222803864005058","0.0390153692248549"
"3 Weniger wichtig","1992","(Fach-)Abitur","maennlich","","","",""
"3 Weniger wichtig","1992","(Fach-)Abitur","weiblich","","","",""
"3 Weniger wichtig","1992","AkademikerIn","maennlich","","","",""
"3 Weniger wichtig","1992","AkademikerIn","weiblich","31","0.0595897632817424","0.042393784307149","0.0767857422563358"
"4 Ganz unwichtig","1992","(noch) kein Abschluss","maennlich","","","",""
"4 Ganz unwichtig","1992","(noch) kein Abschluss","weiblich","","","",""
"4 Ganz unwichtig","1992","Hauptschule","maennlich","56","0.0326003091706285","0.0255423338207403","0.0396582845205167"
"4 Ganz unwichtig","1992","Hauptschule","weiblich","214","0.103223017459169","0.0919976623686479","0.114448372549689"
"4 Ganz unwichtig","1992","Realschule","maennlich","","","",""
"4 Ganz unwichtig","1992","Realschule","weiblich","42","0.0518517158254599","0.0410877084504713","0.0626157232004484"
"4 Ganz unwichtig","1992","(Fach-)Abitur","maennlich","","","",""
"4 Ganz unwichtig","1992","(Fach-)Abitur","weiblich","","","",""
"4 Ganz unwichtig","1992","AkademikerIn","maennlich","","","",""
"4 Ganz unwichtig","1992","AkademikerIn","weiblich","","","",""
"1 Sehr wichtig","1993","(noch) kein Abschluss","maennlich","","","",""
"1 Sehr wichtig","1993","(noch) kein Abschluss","weiblich","","","",""
"1 Sehr wichtig","1993","Hauptschule","maennlich","","","",""
"1 Sehr wichtig","1993","Hauptschule","weiblich","","","",""
"1 Sehr wichtig","1993","Realschule","maennlich","","","",""
"1 Sehr wichtig","1993","Realschule","weiblich","","","",""
"1 Sehr wichtig","1993","(Fach-)Abitur","maennlich","","","",""
"1 Sehr wichtig","1993","(Fach-)Abitur","weiblich","","","",""
"1 Sehr wichtig","1993","AkademikerIn","maennlich","","","",""
"1 Sehr wichtig","1993","AkademikerIn","weiblich","","","",""
"2 Wichtig","1993","(noch) kein Abschluss","maennlich","","","",""
"2 Wichtig","1993","(noch) kein Abschluss","weiblich","","","",""
"2 Wichtig","1993","Hauptschule","maennlich","","","",""
"2 Wichtig","1993","Hauptschule","weiblich","","","",""
"2 Wichtig","1993","Realschule","maennlich","","","",""
"2 Wichtig","1993","Realschule","weiblich","","","",""
"2 Wichtig","1993","(Fach-)Abitur","maennlich","","","",""
"2 Wichtig","1993","(Fach-)Abitur","weiblich","","","",""
"2 Wichtig","1993","AkademikerIn","maennlich","","","",""
"2 Wichtig","1993","AkademikerIn","weiblich","","","",""
"3 Weniger wichtig","1993","(noch) kein Abschluss","maennlich","","","",""
"3 Weniger wichtig","1993","(noch) kein Abschluss","weiblich","","","",""
"3 Weniger wichtig","1993","Hauptschule","maennlich","","","",""
"3 Weniger wichtig","1993","Hauptschule","weiblich","","","",""
"3 Weniger wichtig","1993","Realschule","maennlich","","","",""
"3 Weniger wichtig","1993","Realschule","weiblich","","","",""
"3 Weniger wichtig","1993","(Fach-)Abitur","maennlich","","","",""
"3 Weniger wichtig","1993","(Fach-)Abitur","weiblich","","","",""
"3 Weniger wichtig","1993","AkademikerIn","maennlich","","","",""
"3 Weniger wichtig","1993","AkademikerIn","weiblich","","","",""
"4 Ganz unwichtig","1993","(noch) kein Abschluss","maennlich","","","",""
"4 Ganz unwichtig","1993","(noch) kein Abschluss","weiblich","","","",""
"4 Ganz unwichtig","1993","Hauptschule","maennlich","","","",""
"4 Ganz unwichtig","1993","Hauptschule","weiblich","","","",""
"4 Ganz unwichtig","1993","Realschule","maennlich","","","",""
"4 Ganz unwichtig","1993","Realschule","weiblich","","","",""
"4 Ganz unwichtig","1993","(Fach-)Abitur","maennlich","","","",""
"4 Ganz unwichtig","1993","(Fach-)Abitur","weiblich","","","",""
"4 Ganz unwichtig","1993","AkademikerIn","maennlich","","","",""
"4 Ganz unwichtig","1993","AkademikerIn","weiblich","","","",""
"1 Sehr wichtig","1994","(noch) kein Abschluss","maennlich","","","",""
"1 Sehr wichtig","1994","(noch) kein Abschluss","weiblich","","","",""
"1 Sehr wichtig","1994","Hauptschule","maennlich","","","",""
"1 Sehr wichtig","1994","Hauptschule","weiblich","","","",""
"1 Sehr wichtig","1994","Realschule","maennlich","","","",""
"1 Sehr wichtig","1994","Realschule","weiblich","","","",""
"1 Sehr wichtig","1994","(Fach-)Abitur","maennlich","","","",""
"1 Sehr wichtig","1994","(Fach-)Abitur","weiblich","","","",""
"1 Sehr wichtig","1994","AkademikerIn","maennlich","","","",""
"1 Sehr wichtig","1994","AkademikerIn","weiblich","","","",""
"2 Wichtig","1994","(noch) kein Abschluss","maennlich","","","",""
"2 Wichtig","1994","(noch) kein Abschluss","weiblich","","","",""
"2 Wichtig","1994","Hauptschule","maennlich","","","",""
"2 Wichtig","1994","Hauptschule","weiblich","","","",""
"2 Wichtig","1994","Realschule","maennlich","","","",""
"2 Wichtig","1994","Realschule","weiblich","","","",""
"2 Wichtig","1994","(Fach-)Abitur","maennlich","","","",""
"2 Wichtig","1994","(Fach-)Abitur","weiblich","","","",""
"2 Wichtig","1994","AkademikerIn","maennlich","","","",""
"2 Wichtig","1994","AkademikerIn","weiblich","","","",""
"3 Weniger wichtig","1994","(noch) kein Abschluss","maennlich","","","",""
"3 Weniger wichtig","1994","(noch) kein Abschluss","weiblich","","","",""
"3 Weniger wichtig","1994","Hauptschule","maennlich","","","",""
"3 Weniger wichtig","1994","Hauptschule","weiblich","","","",""
"3 Weniger wichtig","1994","Realschule","maennlich","","","",""
"3 Weniger wichtig","1994","Realschule","weiblich","","","",""
"3 Weniger wichtig","1994","(Fach-)Abitur","maennlich","","","",""
"3 Weniger wichtig","1994","(Fach-)Abitur","weiblich","","","",""
"3 Weniger wichtig","1994","AkademikerIn","maennlich","","","",""
"3 Weniger wichtig","1994","AkademikerIn","weiblich","","","",""
"4 Ganz unwichtig","1994","(noch) kein Abschluss","maennlich","","","",""
"4 Ganz unwichtig","1994","(noch) kein Abschluss","weiblich","","","",""
