year,migback,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,Pre-primary Level,,,,,,,,,,,,
1984,No migration background,Primary Level,,,,,,,,,,,,
1984,No migration background,Lower Secondary Level,,,,,,,,,,,,
1984,No migration background,Upper Secondary Level,,,,,,,,,,,,
1984,No migration background,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,No migration background,First Stage of Tertiary Education,,,,,,,,,,,,
1984,No migration background,Second Stage of Tertiary Education,,,,,,,,,,,,
1984,Direct migration background,Pre-primary Level,,,,,,,,,,,,
1984,Direct migration background,Primary Level,,,,,,,,,,,,
1984,Direct migration background,Lower Secondary Level,,,,,,,,,,,,
1984,Direct migration background,Upper Secondary Level,,,,,,,,,,,,
1984,Direct migration background,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,Direct migration background,First Stage of Tertiary Education,,,,,,,,,,,,
1984,Direct migration background,Second Stage of Tertiary Education,,,,,,,,,,,,
1984,Indirect migration background,Pre-primary Level,,,,,,,,,,,,
1984,Indirect migration background,Primary Level,,,,,,,,,,,,
1984,Indirect migration background,Lower Secondary Level,,,,,,,,,,,,
1984,Indirect migration background,Upper Secondary Level,,,,,,,,,,,,
1984,Indirect migration background,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,Indirect migration background,First Stage of Tertiary Education,,,,,,,,,,,,
1984,Indirect migration background,Second Stage of Tertiary Education,,,,,,,,,,,,
1985,No migration background,Pre-primary Level,,,,,,,,,,,,
1985,No migration background,Primary Level,,,,,,,,,,,,
1985,No migration background,Lower Secondary Level,646,9.456432729740817,8.975720586577301,9.937144872904332,3.0,6.0,12.0,0.0,25.5,6.0,6.0,7.0
1985,No migration background,Upper Secondary Level,2134,12.363449940471813,12.027900909185266,12.69899897175836,3.0,8.0,15.0,0.0,33.0,8.0,8.0,9.0
1985,No migration background,Post-secondary Non-tertiary Level,82,12.667217953088173,11.234789708674155,14.09964619750219,4.0,8.0,18.0,1.0,39.0,8.0,5.974999999999994,10.0
1985,No migration background,First Stage of Tertiary Education,290,14.518596885537747,12.925057629831736,16.112136141243756,3.0,8.0,17.0,0.0,38.0,8.0,6.0,9.0
1985,No migration background,Second Stage of Tertiary Education,427,15.291156043597903,14.44306959248324,16.139242494712565,4.0,8.0,20.0,1.0,44.0,8.0,6.0,9.0
1985,Direct migration background,Pre-primary Level,,,,,,,,,,,,
1985,Direct migration background,Primary Level,355,7.654793109445434,7.197903036391894,8.111683182498973,2.0,4.0,10.0,0.0,22.0,4.0,3.0,4.0
