year,migback,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,Pre-primary Level,,,,,,,,,,,,
1984,No migration background,Primary Level,,,,,,,,,,,,
1984,No migration background,Lower Secondary Level,,,,,,,,,,,,
1984,No migration background,Upper Secondary Level,,,,,,,,,,,,
1984,No migration background,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,No migration background,First Stage of Tertiary Education,,,,,,,,,,,,
1984,No migration background,Second Stage of Tertiary Education,,,,,,,,,,,,
1984,Direct migration background,Pre-primary Level,,,,,,,,,,,,
1984,Direct migration background,Primary Level,,,,,,,,,,,,
1984,Direct migration background,Lower Secondary Level,,,,,,,,,,,,
1984,Direct migration background,Upper Secondary Level,,,,,,,,,,,,
1984,Direct migration background,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,Direct migration background,First Stage of Tertiary Education,,,,,,,,,,,,
1984,Direct migration background,Second Stage of Tertiary Education,,,,,,,,,,,,
1984,Indirect migration background,Pre-primary Level,,,,,,,,,,,,
1984,Indirect migration background,Primary Level,,,,,,,,,,,,
1984,Indirect migration background,Lower Secondary Level,,,,,,,,,,,,
1984,Indirect migration background,Upper Secondary Level,,,,,,,,,,,,
1984,Indirect migration background,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,Indirect migration background,First Stage of Tertiary Education,,,,,,,,,,,,
1984,Indirect migration background,Second Stage of Tertiary Education,,,,,,,,,,,,
1985,No migration background,Pre-primary Level,,,,,,,,,,,,
1985,No migration background,Primary Level,,,,,,,,,,,,
1985,No migration background,Lower Secondary Level,678,9.419847038537037,8.953146778196638,9.886547298877437,2.472628172220578,6.0,12.0,0.0,26.291057741669135,6.0,6.0,7.0
1985,No migration background,Upper Secondary Level,2136,12.36034385914113,12.025105749538225,12.695581968744035,3.0,8.0,15.0,0.0,33.0,8.0,8.0,9.0
1985,No migration background,Post-secondary Non-tertiary Level,82,12.66721795308817,11.234789708674151,14.099646197502187,4.0,8.0,18.0,1.0,39.0,8.0,6.0,10.0
1985,No migration background,First Stage of Tertiary Education,290,14.518596885537749,12.925057629831738,16.11213614124376,3.0,8.0,17.0,0.0,38.0,8.0,6.0,9.0
1985,No migration background,Second Stage of Tertiary Education,427,15.291156043597905,14.443069592483242,16.139242494712565,4.0,8.0,20.0,1.0,44.0,8.0,6.0,9.0
1985,Direct migration background,Pre-primary Level,,,,,,,,,,,,
1985,Direct migration background,Primary Level,355,7.654793109445432,7.197903036391892,8.111683182498972,2.0,4.0,10.0,0.0,22.0,4.0,3.0,4.0
