year,age_gr,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,No migration background,,,,,,,,,,,,
1984,0-16 y.,Direct migration background,,,,,,,,,,,,
1984,0-16 y.,Indirect migration background,,,,,,,,,,,,
1984,17-29 y.,No migration background,,,,,,,,,,,,
1984,17-29 y.,Direct migration background,,,,,,,,,,,,
1984,17-29 y.,Indirect migration background,,,,,,,,,,,,
1984,30-45 y.,No migration background,,,,,,,,,,,,
1984,30-45 y.,Direct migration background,,,,,,,,,,,,
1984,30-45 y.,Indirect migration background,,,,,,,,,,,,
1984,46-65 y.,No migration background,,,,,,,,,,,,
1984,46-65 y.,Direct migration background,,,,,,,,,,,,
1984,46-65 y.,Indirect migration background,,,,,,,,,,,,
1984,66 and older,No migration background,,,,,,,,,,,,
1984,66 and older,Direct migration background,,,,,,,,,,,,
1984,66 and older,Indirect migration background,,,,,,,,,,,,
1985,0-16 y.,No migration background,,,,,,,,,,,,
1985,0-16 y.,Direct migration background,,,,,,,,,,,,
1985,0-16 y.,Indirect migration background,,,,,,,,,,,,
1985,17-29 y.,No migration background,1333,35.50903754806417,34.97477663484007,36.05072160160912,32.0,40.0,40.0,20.0,52.0,40.0,40.0,40.0
1985,17-29 y.,Direct migration background,474,37.06913303027787,35.957497801243356,38.367296796203114,35.0,40.0,40.0,27.5,47.5,40.0,40.0,40.0
1985,17-29 y.,Indirect migration background,47,39.60239403906957,37.025791058318326,41.944884919339806,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1985,30-45 y.,No migration background,1653,34.17668462409584,33.740584570038166,34.68527501820995,30.0,40.0,40.0,15.0,55.0,40.0,40.0,41.0
1985,30-45 y.,Direct migration background,818,36.91069121088377,36.00238822953387,37.9718918306143,35.0,40.0,40.0,27.5,47.5,40.0,40.0,40.0
1985,30-45 y.,Indirect migration background,,,,,,,,,,,,
1985,46-65 y.,No migration background,1302,35.374353127130604,34.74173431416315,36.03624716331184,30.0,40.0,40.0,15.0,55.0,40.0,40.0,40.0
1985,46-65 y.,Direct migration background,530,34.8587609704773,33.11932721590934,36.56066953591404,33.32323727366708,40.0,40.0,23.308093184167706,50.01514408949937,40.0,40.0,40.0
1985,46-65 y.,Indirect migration background,,,,,,,,,,,,
